entity_type;bundle;deleted;entity_id;revision_id;language;delta;field_parcours_professionnel_for_value;field_parcours_professionnel_for_format
node;imprimeur_lithographe;0;10443;10443;und;0;ouvier lithographe;plain_text
node;imprimeur_lithographe;0;10445;10445;und;0;Graveur;plain_text
node;imprimeur_lithographe;0;10447;10447;und;0;imprimeur en taille-douce;plain_text
node;imprimeur_lithographe;0;10448;10448;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10449;10449;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10451;10451;und;0;graveur en lettres;plain_text
node;imprimeur_lithographe;0;10453;10453;und;0;Sergent / ProteSergent / ProteSergent / ProteSergent / ProteSergent / ProteSergent / ProteSergent / ProteSergent / ProteSergent / ProteSergent / Prote;plain_text
node;imprimeur_lithographe;0;10454;10454;und;0;Editeur de presse;plain_text
node;imprimeur_lithographe;0;10455;10455;und;0;graveur;plain_text
node;imprimeur_lithographe;0;10456;10456;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10457;10457;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10458;10458;und;0;Papetier;plain_text
node;imprimeur_lithographe;0;10460;10460;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10461;10461;und;0;imprimeur lithographe à Foix;plain_text
node;imprimeur_lithographe;0;10462;10462;und;0;Ingénieur;plain_text
node;imprimeur_lithographe;0;10463;10463;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10465;10465;und;0;Représentant;plain_text
node;imprimeur_lithographe;0;10466;10466;und;0;papetier;plain_text
node;imprimeur_lithographe;0;10467;10467;und;0;employé;plain_text
node;imprimeur_lithographe;0;10468;10468;und;0;commis à pied;plain_text
node;imprimeur_lithographe;0;10469;10469;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10470;10470;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10472;10472;und;0;Lithographe, contremaître chez Anteaume. Il a travaillé chez A. Jourdain pendant 3 ans, et de 1846 à 1847 chez Ch. Jacob et chez Ouvrier. ;plain_text
node;imprimeur_lithographe;0;10474;10474;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10475;10475;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10476;10476;und;0;Compositeur-typographe;plain_text
node;imprimeur_lithographe;0;10477;10477;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10478;10478;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10480;10480;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10481;10481;und;0;commis;plain_text
node;imprimeur_lithographe;0;10482;10482;und;0;employé;plain_text
node;imprimeur_lithographe;0;10483;10483;und;0;Ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10485;10485;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10486;10486;und;0;Propriétaire du journal La Librairie;plain_text
node;imprimeur_lithographe;0;10487;10487;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10488;10488;und;0;Compositeur-typographe;plain_text
node;imprimeur_lithographe;0;10489;10489;und;0;prote;plain_text
node;imprimeur_lithographe;0;10491;10491;und;0;commis ;plain_text
node;imprimeur_lithographe;0;10492;10492;und;0;soldat;plain_text
node;imprimeur_lithographe;0;10493;10493;und;0;Taille-doucier;plain_text
node;imprimeur_lithographe;0;10494;10494;und;0;Taille-doucier;plain_text
node;imprimeur_lithographe;0;10495;10495;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10497;10497;und;0;clerc d'avoué;plain_text
node;imprimeur_lithographe;0;10498;10498;und;0;imprimeur;plain_text
node;imprimeur_lithographe;0;10499;10499;und;0;Ingénieur civil;plain_text
node;imprimeur_lithographe;0;10500;10500;und;0;Elève de l'Ecole des arts de Châlon;plain_text
node;imprimeur_lithographe;0;10502;10502;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10503;10503;und;0;Graveur en Taille-Douce;plain_text
node;imprimeur_lithographe;0;10506;10506;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10507;10507;und;0;prote;plain_text
node;imprimeur_lithographe;0;10510;10510;und;0;graveur et taille-doucier;plain_text
node;imprimeur_lithographe;0;10511;10511;und;0;Décorateur sur porcelaine;plain_text
node;imprimeur_lithographe;0;10512;10512;und;0;peintre;plain_text
node;imprimeur_lithographe;0;10514;10514;und;0;architecte;plain_text
node;imprimeur_lithographe;0;10515;10515;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10517;10517;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10519;10519;und;0;garde municipal;plain_text
node;imprimeur_lithographe;0;10521;10521;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10522;10522;und;0;graveur;plain_text
node;imprimeur_lithographe;0;10524;10524;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10525;10525;und;0;marchand papetier;plain_text
node;imprimeur_lithographe;0;10526;10526;und;0;lithographe;plain_text
node;imprimeur_lithographe;0;10527;10527;und;0;professeur;plain_text
node;imprimeur_lithographe;0;10528;10528;und;0;compositeur lithographe;plain_text
node;imprimeur_lithographe;0;10531;10531;und;0;Etudes de droit;plain_text
node;imprimeur_lithographe;0;10532;10532;und;0;papetier;plain_text
node;imprimeur_lithographe;0;10533;10533;und;0;lithographe à Nogent sur Seine;plain_text
node;imprimeur_lithographe;0;10534;10534;und;0;chef d'atelier;plain_text
node;imprimeur_lithographe;0;10535;10535;und;0;ouvrier en taille-douce;plain_text
node;imprimeur_lithographe;0;10538;10538;und;0;dessinateur et artiste peintre;plain_text
node;imprimeur_lithographe;0;10539;10539;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10540;10540;und;0;lithographe;plain_text
node;imprimeur_lithographe;0;10541;10541;und;0;marchand épicier / artificier dans le 1er régiment d'artilleriemarchand épicier / artificier dans le 1er régiment d'artilleriemarchand épicier / artificier dans le 1er régiment d'artilleriemarchand épicier / artificier dans le 1er régiment d'artillerie;plain_text
node;imprimeur_lithographe;0;10542;10542;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10543;10543;und;0;Employé de bureau;plain_text
node;imprimeur_lithographe;0;10544;10544;und;0;lithographe à Sèvres;plain_text
node;imprimeur_lithographe;0;10546;10546;und;0;Dessinateur lithographe;plain_text
node;imprimeur_lithographe;0;10547;10547;und;0;Employé de bureau;plain_text
node;imprimeur_lithographe;0;10548;10548;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10549;10549;und;0;graveur;plain_text
node;imprimeur_lithographe;0;10550;10550;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10552;10552;und;0;Editeur de musique;plain_text
node;imprimeur_lithographe;0;10554;10554;und;0;Greffier de justice;plain_text
node;imprimeur_lithographe;0;10555;10555;und;0;compositeur d'imprimerie;plain_text
node;imprimeur_lithographe;0;10556;10556;und;0;Etudes au Collège Henri IV puis il a servi dans la Marine royale;plain_text
node;imprimeur_lithographe;0;10557;10557;und;0;peintre d'histoire;plain_text
node;imprimeur_lithographe;0;10558;10558;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10559;10559;und;0;Garde national;plain_text
node;imprimeur_lithographe;0;10560;10560;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10562;10562;und;0;Maître de pension;plain_text
node;imprimeur_lithographe;0;10563;10563;und;0;peintre;plain_text
node;imprimeur_lithographe;0;10565;10565;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10567;10567;und;0;Lithographe;plain_text
node;imprimeur_lithographe;0;10568;10568;und;0;Ecrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographe;plain_text
node;imprimeur_lithographe;0;10569;10569;und;0;prote;plain_text
node;imprimeur_lithographe;0;10572;10572;und;0;fabricant de tissus;plain_text
node;imprimeur_lithographe;0;10573;10573;und;0;peintre;plain_text
node;imprimeur_lithographe;0;10575;10575;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10576;10576;und;0;Préfet;plain_text
node;imprimeur_lithographe;0;10579;10579;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10581;10581;und;0;Taille-doucier;plain_text
node;imprimeur_lithographe;0;10584;10584;und;0;Chimiste;plain_text
node;imprimeur_lithographe;0;10585;10585;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10586;10586;und;0;artiste, dessinateur sur pierres;plain_text
node;imprimeur_lithographe;0;10587;10587;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10588;10588;und;0;dessinateur lithographe;plain_text
node;imprimeur_lithographe;0;10589;10589;und;0;pharmacien;plain_text
node;imprimeur_lithographe;0;10591;10591;und;0;Editeur d'estampes;plain_text
node;imprimeur_lithographe;0;10593;10593;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10594;10594;und;0;Elève en pharmacie;plain_text
node;imprimeur_lithographe;0;10597;10597;und;0;compositeur typographe;plain_text
node;imprimeur_lithographe;0;10598;10598;und;0;Employé;plain_text
node;imprimeur_lithographe;0;10599;10599;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10600;10600;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10601;10601;und;0;caissier;plain_text
node;imprimeur_lithographe;0;10604;10604;und;0;lithographe;plain_text
node;imprimeur_lithographe;0;10605;10605;und;0;horloger;plain_text
node;imprimeur_lithographe;0;10606;10606;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10608;10608;und;0;cartonnier;plain_text
node;imprimeur_lithographe;0;10610;10610;und;0;Taille-doucier;plain_text
node;imprimeur_lithographe;0;10612;10612;und;0;artiste;plain_text
node;imprimeur_lithographe;0;10613;10613;und;0;Taille-doucier;plain_text
node;imprimeur_lithographe;0;10614;10614;und;0;sous-chef au ministère d'état;plain_text
node;imprimeur_lithographe;0;10615;10615;und;0;Taille-doucier;plain_text
node;imprimeur_lithographe;0;10616;10616;und;0;Ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10618;10618;und;0;contre-maître;plain_text
node;imprimeur_lithographe;0;10619;10619;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10621;10621;und;0;papetier;plain_text
node;imprimeur_lithographe;0;10625;10625;und;0;Lithographe à Bergues / Libraire à BerguesLithographe à Bergues / Libraire à BerguesLithographe à Bergues / Libraire à BerguesLithographe à Bergues / Libraire à BerguesLithographe à Bergues / Libraire à BerguesLithographe à Bergues / Libraire à BerguesLithographe à Bergues / Libraire à BerguesLithographe à Bergues / Libraire à Bergues;plain_text
node;imprimeur_lithographe;0;10626;10626;und;0;Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. Ecrivain / Dessinateur-lithographe. Il a travaillé dans des études d'avoué à Paris. ;plain_text
node;imprimeur_lithographe;0;10627;10627;und;0;Contre-maître;plain_text
node;imprimeur_lithographe;0;10629;10629;und;0;Professeur d'écriture de L.L.A.A.R.P. les Enfants du Roi;plain_text
node;imprimeur_lithographe;0;10630;10630;und;0;Ouvrier lithographe / Contremaître chez SenefelderOuvrier lithographe / Contremaître chez SenefelderOuvrier lithographe / Contremaître chez SenefelderOuvrier lithographe / Contremaître chez SenefelderOuvrier lithographe / Contremaître chez SenefelderOuvrier lithographe / Contremaître chez SenefelderOuvrier lithographe / Contremaître chez SenefelderOuvrier lithographe / Contremaître chez Senefelder;plain_text
node;imprimeur_lithographe;0;10631;10631;und;0;Graveur en Taille-Douce;plain_text
node;imprimeur_lithographe;0;10634;10634;und;0;professeur de mathématiques et d'instruction agricole dans l'Aisne;plain_text
node;imprimeur_lithographe;0;10636;10636;und;0;artiste peintre et lithographe;plain_text
node;imprimeur_lithographe;0;10637;10637;und;0;Graveur;plain_text
node;imprimeur_lithographe;0;10638;10638;und;0;Ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10640;10640;und;0;Lithographe depuis 1816. C'est un des collaborateurs de la lithographie d'Engelmann;plain_text
node;imprimeur_lithographe;0;10641;10641;und;0;Relieur / Cartonnier / ouvrier lithographeRelieur / Cartonnier / ouvrier lithographeRelieur / Cartonnier / ouvrier lithographeRelieur / Cartonnier / ouvrier lithographeRelieur / Cartonnier / ouvrier lithographeRelieur / Cartonnier / ouvrier lithographeRelieur / Cartonnier / ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10643;10643;und;0;Travaux commerciaux pour le Crédit Foncier / Papetier et articles de bureau / 6 ouvriersTravaux commerciaux pour le Crédit Foncier / Papetier et articles de bureau / 6 ouvriersTravaux commerciaux pour le Crédit Foncier / Papetier et articles de bureau / 6 ouvriersTravaux commerciaux pour le Crédit Foncier / Papetier et articles de bureau / 6 ouvriersTravaux commerciaux pour le Crédit Foncier / Papetier et articles de bureau / 6 ouvriersTravaux commerciaux pour le Crédit Foncier / Papetier et articles de bureau / 6 ouvriersTravaux commerciaux pour le Crédit Foncier / Papetier et articles de bureau / 6 ouvriers;plain_text
node;imprimeur_lithographe;0;10645;10645;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10646;10646;und;0;photographe;plain_text
node;imprimeur_lithographe;0;10647;10647;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10649;10649;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10650;10650;und;0;Ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10652;10652;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10653;10653;und;0;Commis-marchan de nouvautés;plain_text
node;imprimeur_lithographe;0;10654;10654;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10655;10655;und;0;Dessinateur et écrivain lithographe depuis 17 ans;plain_text
node;imprimeur_lithographe;0;10656;10656;und;0;compositeur typographe;plain_text
node;imprimeur_lithographe;0;10662;10662;und;0;Breveté le 13/09/1828 à MuhouseBreveté le 13/09/1828 à MuhouseBreveté le 13/09/1828 à MuhouseBreveté le 13/09/1828 à MuhouseBreveté le 13/09/1828 à MuhouseBreveté le 13/09/1828 à Muhouse;plain_text
node;imprimeur_lithographe;0;10664;10664;und;0;Ouvrier lithographe pendant 10 ans;plain_text
node;imprimeur_lithographe;0;10665;10665;und;0;ouvrier imprimeur;plain_text
node;imprimeur_lithographe;0;10666;10666;und;0;Ecrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographe;plain_text
node;imprimeur_lithographe;0;10668;10668;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10670;10670;und;0;militaire / Gardien de prisonmilitaire / Gardien de prisonmilitaire / Gardien de prisonmilitaire / Gardien de prisonmilitaire / Gardien de prison;plain_text
node;imprimeur_lithographe;0;10671;10671;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10673;10673;und;0;gérant d'imprimerie;plain_text
node;imprimeur_lithographe;0;10675;10675;und;0;imprimeur;plain_text
node;imprimeur_lithographe;0;10677;10677;und;0;relieur;plain_text
node;imprimeur_lithographe;0;10678;10678;und;0;Marchand de draps / Ouvrier lithographeMarchand de draps / Ouvrier lithographeMarchand de draps / Ouvrier lithographeMarchand de draps / Ouvrier lithographeMarchand de draps / Ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10679;10679;und;0;Contre-maître chez Paul Dupont;plain_text
node;imprimeur_lithographe;0;10681;10681;und;0;Ecrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographeEcrivain / Dessinateur-lithographe;plain_text
node;imprimeur_lithographe;0;10682;10682;und;0;ouvier-serrurier / ouvrier-lithographeouvier-serrurier / ouvrier-lithographeouvier-serrurier / ouvrier-lithographeouvier-serrurier / ouvrier-lithographeouvier-serrurier / ouvrier-lithographe;plain_text
node;imprimeur_lithographe;0;10683;10683;und;0;Dessinateur lithographe;plain_text
node;imprimeur_lithographe;0;10684;10684;und;0;Graveur d'écriture et de géographie;plain_text
node;imprimeur_lithographe;0;10687;10687;und;0;Artiste / Dessinateur sur pierresArtiste / Dessinateur sur pierresArtiste / Dessinateur sur pierresArtiste / Dessinateur sur pierres;plain_text
node;imprimeur_lithographe;0;10689;10689;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10690;10690;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10692;10692;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10693;10693;und;0;Fabricant de papiers et éditeur d'estampes;plain_text
node;imprimeur_lithographe;0;10694;10694;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10695;10695;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10698;10698;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10699;10699;und;0;gérant d'imprimerie;plain_text
node;imprimeur_lithographe;0;10700;10700;und;0;Apprenti lithographe chez Gebhard / Contre-maître chez Simon (5 presses)Apprenti lithographe chez Gebhard / Contre-maître chez Simon (5 presses)Apprenti lithographe chez Gebhard / Contre-maître chez Simon (5 presses)Apprenti lithographe chez Gebhard / Contre-maître chez Simon (5 presses);plain_text
node;imprimeur_lithographe;0;10701;10701;und;0;Architecte;plain_text
node;imprimeur_lithographe;0;10702;10702;und;0;Ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10706;10706;und;0;Chef d'atelier dans l'imprimerie Juteau;plain_text
node;imprimeur_lithographe;0;10707;10707;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10708;10708;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10709;10709;und;0;écrivain lithographe;plain_text
node;imprimeur_lithographe;0;10710;10710;und;0;Graveur, dessinateur-lithographe;plain_text
node;imprimeur_lithographe;0;10711;10711;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10712;10712;und;0;Auteur d'une méthode d'écriture                       Il était sergent majorAuteur d'une méthode d'écriture                       Il était sergent majorAuteur d'une méthode d'écriture                       Il était sergent major;plain_text
node;imprimeur_lithographe;0;10713;10713;und;0;Maître d'écriture chez Lemasson instituteur à Chantilly et précedemment au Collège de Fontainebleau;plain_text
node;imprimeur_lithographe;0;10715;10715;und;0;Dessinateur lithographe;plain_text
node;imprimeur_lithographe;0;10716;10716;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10717;10717;und;0;nourrisseur de bestiaux / Il a été imprimeur lithographe à Montrougenourrisseur de bestiaux / Il a été imprimeur lithographe à Montrouge;plain_text
node;imprimeur_lithographe;0;10718;10718;und;0;Il a été officier de la Garde nationale avant 1848 et a été décoré de la Légion d'honneur;plain_text
node;imprimeur_lithographe;0;10720;10720;und;0;Apprenti lithographe chez Guesnu;plain_text
node;imprimeur_lithographe;0;10721;10721;und;0;Il a travaillé chez plusieurs imprimeurs lithographes en qualité de dessinateur et écrivain. Avant d’être lui-même breveté, il dirige une imprimerie lithographique avec son père, rue du faubourg du temps n°42. Il a travaillé chez plusieurs imprimeurs lithographes en qualité de dessinateur et écrivain. Avant d’être lui-même breveté, il dirige une imprimerie lithographique avec son père, rue du faubourg du temps n°42. ;plain_text
node;imprimeur_lithographe;0;10722;10722;und;0;Artiste dramatique attaché au Théâtre des Folies Dramatiques;plain_text
node;imprimeur_lithographe;0;10723;10723;und;0;Institutrice;plain_text
node;imprimeur_lithographe;0;10726;10726;und;0;Dessinateur lithographe;plain_text
node;imprimeur_lithographe;0;10727;10727;und;0;Ingénieur géomère / Vérificateur des forêts de l'EtatIngénieur géomère / Vérificateur des forêts de l'Etat;plain_text
node;imprimeur_lithographe;0;10728;10728;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10731;10731;und;0;Ouvrier typographe / Attaché à l'économat du Lycée Louis Le GrandOuvrier typographe / Attaché à l'économat du Lycée Louis Le Grand;plain_text
node;imprimeur_lithographe;0;10732;10732;und;0;ouvrier, graveur sur cuivre;plain_text
node;imprimeur_lithographe;0;10734;10734;und;0;Il a été élève des Beaux-Arts                    Il est artiste graveur avant d'être breveté. ;plain_text
node;imprimeur_lithographe;0;10735;10735;und;0;commis;plain_text
node;imprimeur_lithographe;0;10737;10737;und;0;Papetier / Ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;10738;10738;und;0;Graveur;plain_text
node;imprimeur_lithographe;0;10740;10740;und;0;ouvrier - graveur;plain_text
node;imprimeur_lithographe;0;10991;10991;und;0;Il a d'abord été horloger à Carentan;plain_text
node;imprimeur_lithographe;0;10992;10992;und;0;Il a d'abord été ouvrier imprimeur lithographe chez Simon fils;plain_text
node;imprimeur_lithographe;0;10993;10993;und;0;Il est écrivain autographe de formation.;plain_text
node;imprimeur_lithographe;0;10995;10995;und;0;Quand il demande le brevet, cela fait déjà 15 ans qu'il exerce dans cette branche de métier. Il a exercé dans plusieurs villes, Lyon, Marseille, Lille, Cambrai, Nîmes;plain_text
node;imprimeur_lithographe;0;10997;10997;und;0;Il est ouvrier lithographe de formation.;plain_text
node;imprimeur_lithographe;0;10998;10998;und;0;Il est dessinateur lithographe de formation.;plain_text
node;imprimeur_lithographe;0;11001;11001;und;0;Il est dessinateur sur pierre de formation.;plain_text
node;imprimeur_lithographe;0;11002;11002;und;0;Au départ, il est imprimeur en taille douce, puis il demande le brevet d'imprimeur lithographe. Il a travaillé comme imprimeur lithographe chez M. Gilbert.;plain_text
node;imprimeur_lithographe;0;11003;11003;und;0;Il est ouvrier lithographe.;plain_text
node;imprimeur_lithographe;0;11004;11004;und;0;Il est compositeur typographe au journal La Gazette de France.;plain_text
node;imprimeur_lithographe;0;11006;11006;und;0;Il est tout d'abord papetier.;plain_text
node;imprimeur_lithographe;0;11008;11008;und;0;Dirige l'atelier des ouvriers ;plain_text
node;imprimeur_lithographe;0;11009;11009;und;0;Il a passé quinze ans à travailler dans les affaires;plain_text
node;imprimeur_lithographe;0;11010;11010;und;0;Il était d'abord fabricant de papiers peints.;plain_text
node;imprimeur_lithographe;0;11011;11011;und;0;Il est fabricant de papiers fantaisies à St Denis.;plain_text
node;imprimeur_lithographe;0;11012;11012;und;0;Il est bachelier es Lettres puis exerce comme notaire.;plain_text
node;imprimeur_lithographe;0;11013;11013;und;0;Il est limonadier, entrepreneur d'un bal mal famé.;plain_text
node;imprimeur_lithographe;0;11015;11015;und;0;Il est tout d'abord typographe.;plain_text
node;imprimeur_lithographe;0;11018;11018;und;0;Il est commis chez le lithographe Gaugain.;plain_text
node;imprimeur_lithographe;0;11019;11019;und;0;Il est de formation écrivain lithographe.  / Il a été breveté pour Paris en 1831, puis pour Marseille en 1836. / Il est de formation écrivain lithographe.  / Il a été breveté pour Paris en 1831, puis pour Marseille en 1836.;plain_text
node;imprimeur_lithographe;0;11021;11021;und;0;Il est tout d'abord chef d'atelier chez Guerrier et il en acquièrt le fonds / A acquis le fonds;plain_text
node;imprimeur_lithographe;0;11022;11022;und;0;Il est marchand papetier.;plain_text
node;imprimeur_lithographe;0;11026;11026;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;11029;11029;und;0;ouvrier typographe;plain_text
node;imprimeur_lithographe;0;11030;11030;und;0;Garde national;plain_text
node;imprimeur_lithographe;0;11031;11031;und;0;Fabricant de jouets d'enfants;plain_text
node;imprimeur_lithographe;0;11033;11033;und;0;Avant d'être imprimeur lithographe, il était qualifié d'artiste dessinateur et marchand de pierre lithographique. ;plain_text
node;imprimeur_lithographe;0;11034;11034;und;0;Elle exerce aussi la profession de graveur de musique. Elle fait le commerce d'ouvrages qui se rapportent à cet art et vend en gros des pierres lithographiques;plain_text
node;imprimeur_lithographe;0;11036;11036;und;0;peintre sur porcelaine;plain_text
node;imprimeur_lithographe;0;11040;11040;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;11041;11041;und;0;Ecrivain en autographie / Chef comptable;plain_text
node;imprimeur_lithographe;0;11043;11043;und;0;Taille-doucier;plain_text
node;imprimeur_lithographe;0;11044;11044;und;0;Gérant d'une revue;plain_text
node;imprimeur_lithographe;0;11045;11045;und;0;Papetier;plain_text
node;imprimeur_lithographe;0;11046;11046;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;11051;11051;und;0;graveur;plain_text
node;imprimeur_lithographe;0;11055;11055;und;0;papetier;plain_text
node;imprimeur_lithographe;0;11058;11058;und;0;graveur sur pierres;plain_text
node;imprimeur_lithographe;0;11059;11059;und;0;dessinateur lithographe;plain_text
node;imprimeur_lithographe;0;11061;11061;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;11063;11063;und;0;Il s'était d'abord destiné à la profession d'horloger. Il a ensuite travaillé chez M. Delarüe en qualité d'imprimeur lithographe;plain_text
node;imprimeur_lithographe;0;11065;11065;und;0;ouvrier lithographe;plain_text
node;imprimeur_lithographe;0;11066;11066;und;0;papetier;plain_text
node;imprimeur_lithographe;0;11067;11067;und;0;Ouvier lithographe, gagne 8 frs par jour;plain_text
node;imprimeur_lithographe;0;21533;21533;und;0;"<p>Il a d&#39;abord &eacute;t&eacute; horloger &agrave; Carentan.</p>
";filtered_html
node;imprimeur_lithographe;0;21534;21534;und;0;"<p>Il a d&#39;abord &eacute;t&eacute; ouvrier imprimeur lithographe chez Simon fils</p>
";filtered_html
node;imprimeur_lithographe;0;21535;21535;und;0;"<p>Il est &eacute;crivain autographe de formation.</p>
";filtered_html
node;imprimeur_lithographe;0;21537;21537;und;0;"<p>Quand il demande le brevet, cela fait d&eacute;j&agrave; 15 ans qu&#39;il exerce dans cette branche de m&eacute;tier. Il a exerc&eacute; dans plusieurs villes (Lyon, Marseille, Lille, Cambrai, N&icirc;mes...) et notamment chez Dupuy et Simon.</p>
";filtered_html
node;imprimeur_lithographe;0;21539;21539;und;0;"<p>Il est ouvrier lithographe de formation.</p>
";filtered_html
node;imprimeur_lithographe;0;21540;21540;und;0;"<p>Il est dessinateur lithographe de formation.</p>
";filtered_html
node;imprimeur_lithographe;0;21543;21543;und;0;"<p>Il est dessinateur sur pierre de formation.</p>
";filtered_html
node;imprimeur_lithographe;0;21544;21544;und;0;"<p>Au d&eacute;part, il est imprimeur en taille douce, puis il demande le brevet d&#39;imprimeur lithographe. Il a travaill&eacute; comme imprimeur lithographe chez M. Gilbert.</p>
";filtered_html
node;imprimeur_lithographe;0;21545;21545;und;0;"<p>Il est ouvrier lithographe.</p>
";filtered_html
node;imprimeur_lithographe;0;21546;21546;und;0;"<p>Il est compositeur typographe au journal La Gazette de France.</p>
";filtered_html
node;imprimeur_lithographe;0;21548;21548;und;0;"<p>Il est tout d&#39;abord papetier.</p>
";filtered_html
node;imprimeur_lithographe;0;21550;21550;und;0;"<p>Dirige l&#39;atelier des ouvriers</p>
";full_html
node;imprimeur_lithographe;0;21551;21551;und;0;"<p>Il a pass&eacute; quinze ans &agrave; travailler dans les affaires</p>
";filtered_html
node;imprimeur_lithographe;0;21552;21552;und;0;"<p>Il &eacute;tait d&#39;abord fabricant de papiers peints.</p>
";filtered_html
