person_id	person_related_id	patent_id	type
4959	2820	5138	SPONSOR
4959	4034	5138	SPONSOR
4959	2939	5138	SPONSOR
4959	339	5138	SPONSOR
4960	600	5139	SPONSOR
4960	1076	5139	SPONSOR
4960	3957	5139	SPONSOR
4962	751	5141	SPONSOR
4962	1840	5141	SPONSOR
4962	4851	5141	SPONSOR
4962	5059	5141	SPONSOR
4964	254	5143	SPONSOR
4964	1930	5143	SPONSOR
4968	360	5147	SPONSOR
4968	1566	5147	SPONSOR
4968	3183	5147	SPONSOR
4968	451	5147	SPONSOR
4972	4245	5151	SPONSOR
4972	1598	5151	SPONSOR
4972	5039	5151	SPONSOR
4972	3548	5151	SPONSOR
4985	2429	5164	SPONSOR
4985	3742	5164	SPONSOR
4983	613	5162	SPONSOR
4983	3323	5162	SPONSOR
4983	347	5162	SPONSOR
4987	2737	5166	SPONSOR
4987	4165	5166	SPONSOR
4987	2218	5166	SPONSOR
4987	1226	5166	SPONSOR
4981	4134	5160	SPONSOR
4981	864	5160	SPONSOR
4981	2670	5160	SPONSOR
4990	35	5170	SPONSOR
4990	1971	5170	SPONSOR
4990	2701	5170	SPONSOR
5000	3182	5181	SPONSOR
5000	2293	5181	SPONSOR
5000	108	5181	SPONSOR
5000	2724	5181	SPONSOR
5007	2791	5188	SPONSOR
5007	4263	5188	SPONSOR
5007	85	5188	SPONSOR
5009	1043	5190	SPONSOR
5009	3800	5190	SPONSOR
5012	4217	5193	SPONSOR
5012	2459	5193	SPONSOR
5012	2791	5193	SPONSOR
5012	85	5193	SPONSOR
5019	856	5200	SPONSOR
5019	3399	5200	SPONSOR
5019	2323	5200	SPONSOR
5019	1069	5200	SPONSOR
5023	1558	5204	SPONSOR
5023	4553	5204	SPONSOR
5030	5058	5211	SPONSOR
5030	2228	5211	SPONSOR
5030	2048	5211	SPONSOR
5030	2598	5211	SPONSOR
5035	4245	5217	SPONSOR
5035	2008	5217	SPONSOR
5035	2304	5217	SPONSOR
5035	85	5217	SPONSOR
5039	1092	5221	SPONSOR
5039	1845	5221	SPONSOR
5039	3323	5221	SPONSOR
5039	1035	5221	SPONSOR
5042	1584	5224	SPONSOR
5042	243	5224	SPONSOR
5042	1558	5224	SPONSOR
5042	4929	5224	SPONSOR
5046	1857	5228	SPONSOR
5046	2516	5228	SPONSOR
5046	4145	5228	SPONSOR
5046	4006	5228	SPONSOR
5059	3182	5242	SPONSOR
5059	2792	5242	SPONSOR
5059	3813	5242	SPONSOR
5059	4851	5242	SPONSOR
5066	4845	5249	SPONSOR
5066	4550	5249	SPONSOR
5066	243	5249	SPONSOR
5066	2016	5249	SPONSOR
5070	2737	5253	SPONSOR
5070	4724	5253	SPONSOR
5070	2964	5253	SPONSOR
5072	611	5255	SPONSOR
5072	3391	5255	SPONSOR
5072	2094	5255	SPONSOR
5072	4733	5255	SPONSOR
5073	3182	5256	SPONSOR
5073	1988	5256	SPONSOR
5073	136	5256	SPONSOR
5073	4733	5256	SPONSOR
5074	1291	5257	SPONSOR
5074	2547	5257	SPONSOR
5081	1954	5264	SPONSOR
5081	4249	5264	SPONSOR
5081	4535	5264	SPONSOR
5081	2188	5264	SPONSOR
5089	3400	5272	SPONSOR
5089	3326	5272	SPONSOR
5089	2023	5272	SPONSOR
5089	2820	5272	SPONSOR
5104	1411	5288	SPONSOR
5104	4964	5288	SPONSOR
5104	958	5288	SPONSOR
5108	1584	5292	SPONSOR
5108	4246	5292	SPONSOR
5108	1914	5292	SPONSOR
5108	4852	5292	SPONSOR
5109	832	5293	SPONSOR
5109	4249	5293	SPONSOR
5109	242	5293	SPONSOR
5120	3722	5305	SPONSOR
5120	1688	5305	SPONSOR
5120	5066	5305	SPONSOR
5131	489	5317	SPONSOR
5131	713	5317	SPONSOR
5131	3399	5317	SPONSOR
5131	3323	5317	SPONSOR
5133	4769	5319	SPONSOR
5133	3953	5319	SPONSOR
5133	3751	5319	SPONSOR
5138	3581	5324	SPONSOR
5138	2056	5324	SPONSOR
5138	2731	5324	SPONSOR
5138	4403	5324	SPONSOR
5144	3399	5330	SPONSOR
5144	712	5330	SPONSOR
5146	1598	5332	SPONSOR
5146	2271	5332	SPONSOR
5146	2171	5332	SPONSOR
5147	2799	5333	SPONSOR
5147	3440	5333	SPONSOR
5150	4929	5336	SPONSOR
5150	2160	5336	SPONSOR
5150	2056	5336	SPONSOR
1026	1845	1056	SPONSOR
2897	4990	2999	SPONSOR
2897	445	2999	SPONSOR
2897	2701	2999	SPONSOR
4376	2406	4538	SPONSOR
386	1316	397	SPONSOR
386	2892	397	SPONSOR
3606	4083	3736	SPONSOR
3606	3652	3736	SPONSOR
3606	67	3736	SPONSOR
3620	4705	3750	SPONSOR
546	2071	561	SPONSOR
3475	2641	3603	SPONSOR
3476	3890	3604	SPONSOR
4229	3182	4382	SPONSOR
1384	1995	1431	SPONSOR
785	1271	809	SPONSOR
4148	3444	4299	SPONSOR
1684	1840	1743	SPONSOR
1684	4701	1743	SPONSOR
2065	2758	2133	SPONSOR
2065	5061	2133	SPONSOR
4838	1574	5013	SPONSOR
5106	2247	5290	SPONSOR
5106	789	5290	SPONSOR
5106	3671	5290	SPONSOR
4190	1955	4342	SPONSOR
2962	3539	3068	SPONSOR
3665	2965	3797	SPONSOR
3665	4395	3797	SPONSOR
4395	2953	4557	SPONSOR
4396	2965	4558	SPONSOR
4759	2965	4932	SPONSOR
308	3890	319	SPONSOR
308	2965	319	SPONSOR
1427	1794	1475	SPONSOR
3532	1425	3660	SPONSOR
1991	685	2057	SPONSOR
1991	948	2057	SPONSOR
1991	83	2057	SPONSOR
4705	1016	4877	SPONSOR
1582	4126	1634	SPONSOR
1582	2738	1634	SPONSOR
2500	4429	2580	SPONSOR
1008	1988	1037	SPONSOR
2739	4126	2833	SPONSOR
4763	4126	4936	SPONSOR
4126	3433	4277	SPONSOR
3441	712	3567	SPONSOR
4958	3433	5137	SPONSOR
4958	2738	5137	SPONSOR
4958	3221	5137	SPONSOR
3322	2087	3444	SPONSOR
3322	2857	3444	SPONSOR
3322	24	3444	SPONSOR
3389	1885	3514	SPONSOR
1927	2581	1991	SPONSOR
1927	3391	1991	SPONSOR
1927	5012	1991	SPONSOR
459	1034	472	SPONSOR
459	2390	472	SPONSOR
2135	1034	2210	SPONSOR
2135	2610	2210	SPONSOR
2135	4993	2210	SPONSOR
1990	599	2056	SPONSOR
1990	440	2056	SPONSOR
1990	387	2056	SPONSOR
1990	613	2056	SPONSOR
4558	1034	4725	SPONSOR
4558	4059	4725	SPONSOR
1698	106	1757	SPONSOR
2007	1042	2073	SPONSOR
2007	4993	2073	SPONSOR
3688	4063	3820	SPONSOR
4571	598	4738	SPONSOR
4571	360	4738	SPONSOR
4571	2598	4738	SPONSOR
4992	3117	5172	SPONSOR
4993	981	5173	SPONSOR
4993	1035	5173	SPONSOR
4993	2194	5173	SPONSOR
4993	2973	5173	SPONSOR
4754	2325	4927	SPONSOR
3453	706	3579	SPONSOR
3453	3120	3579	SPONSOR
3453	3193	3579	SPONSOR
2338	3453	2416	SPONSOR
2338	4754	2416	SPONSOR
1919	4705	1983	SPONSOR
1919	1016	1983	SPONSOR
821	1034	846	SPONSOR
3566	2325	3695	SPONSOR
4036	4257	4185	SPONSOR
4036	4449	4185	SPONSOR
4175	2742	4327	SPONSOR
1245	1317	1284	SPONSOR
1245	4449	1284	SPONSOR
4256	2162	4409	SPONSOR
4257	2162	4410	SPONSOR
4257	4449	4410	SPONSOR
4257	4178	4410	SPONSOR
1766	2162	1825	SPONSOR
1317	1245	1362	SPONSOR
1317	4448	1362	SPONSOR
1317	4449	1362	SPONSOR
1317	2162	1362	SPONSOR
3916	487	4059	SPONSOR
4176	1245	4328	SPONSOR
2916	4449	3019	SPONSOR
4448	2742	4612	SPONSOR
4448	4256	4612	SPONSOR
4448	4178	4612	SPONSOR
4449	2742	4613	SPONSOR
4449	4256	4613	SPONSOR
4449	4178	4613	SPONSOR
4449	2717	4613	SPONSOR
1516	243	1568	SPONSOR
4364	3784	4525	SPONSOR
4364	3985	4525	SPONSOR
449	1317	461	SPONSOR
3364	3028	3489	SPONSOR
4940	2513	5119	SPONSOR
608	205	626	SPONSOR
608	608	626	SPONSOR
456	205	468	SPONSOR
456	608	468	SPONSOR
1818	3185	1879	SPONSOR
1818	3341	1879	SPONSOR
2618	700	2705	SPONSOR
2618	659	2705	SPONSOR
2618	4083	2705	SPONSOR
3217	2513	3334	SPONSOR
4300	2416	4454	SPONSOR
3896	3176	4039	SPONSOR
4264	1672	4417	SPONSOR
4264	3093	4417	SPONSOR
4264	5035	4417	SPONSOR
1758	1034	1817	SPONSOR
1758	2832	1817	SPONSOR
3469	1034	3596	SPONSOR
5051	690	5233	SPONSOR
5051	3582	5233	SPONSOR
1463	1765	1514	SPONSOR
1463	2416	1514	SPONSOR
4541	1757	4707	SPONSOR
3358	2789	3483	SPONSOR
2680	646	2772	SPONSOR
2680	1059	2772	SPONSOR
922	563	949	SPONSOR
922	144	949	SPONSOR
922	1059	949	SPONSOR
922	568	949	SPONSOR
1059	563	1090	SPONSOR
1059	145	1090	SPONSOR
4318	1059	4473	SPONSOR
2270	2880	2345	SPONSOR
4617	2163	4785	SPONSOR
4977	4736	5156	SPONSOR
3237	621	3356	SPONSOR
3237	88	3356	SPONSOR
88	621	91	SPONSOR
88	854	91	SPONSOR
88	2891	91	SPONSOR
4320	621	4475	SPONSOR
4320	4605	4475	SPONSOR
2707	4605	2800	SPONSOR
2707	88	2800	SPONSOR
2707	1073	2800	SPONSOR
2044	621	2111	SPONSOR
2044	1725	2111	SPONSOR
2044	810	2111	SPONSOR
2044	421	2111	SPONSOR
2891	621	2991	SPONSOR
2891	854	2991	SPONSOR
4605	1073	4773	SPONSOR
4605	3406	4773	SPONSOR
4605	613	4773	SPONSOR
4605	3323	4773	SPONSOR
3473	3192	3600	SPONSOR
1448	253	1497	SPONSOR
3076	1448	3188	SPONSOR
1978	1756	2044	SPONSOR
835	3869	860	SPONSOR
835	3704	860	SPONSOR
851	4699	876	SPONSOR
851	4702	876	SPONSOR
858	4290	883	SPONSOR
858	5041	883	SPONSOR
858	835	883	SPONSOR
915	99	941	SPONSOR
915	238	941	SPONSOR
915	4699	941	SPONSOR
1000	3704	1029	SPONSOR
1000	2432	1029	SPONSOR
1023	1024	1053	SPONSOR
1023	115	1053	SPONSOR
1024	3361	1054	SPONSOR
1024	113	1054	SPONSOR
1037	238	1067	SPONSOR
1155	2937	1190	SPONSOR
1155	1779	1190	SPONSOR
1778	3178	1839	SPONSOR
2937	243	3041	SPONSOR
2937	832	3041	SPONSOR
3064	4851	3174	SPONSOR
3064	1794	3174	SPONSOR
3064	3444	3174	SPONSOR
3065	1779	3175	SPONSOR
3177	1779	3293	SPONSOR
3178	3444	3294	SPONSOR
3178	4688	3294	SPONSOR
2340	3064	2418	SPONSOR
2340	3179	2418	SPONSOR
1159	1037	1195	SPONSOR
1159	3870	1195	SPONSOR
1258	1657	1299	SPONSOR
1258	851	1299	SPONSOR
1261	4699	1302	SPONSOR
1261	1489	1302	SPONSOR
1461	4661	1512	SPONSOR
1461	3488	1512	SPONSOR
1461	4847	1512	SPONSOR
1462	3488	1513	SPONSOR
1396	99	1443	SPONSOR
1396	1961	1443	SPONSOR
1610	1462	1663	SPONSOR
1610	2470	1663	SPONSOR
1610	3771	1663	SPONSOR
1657	99	1713	SPONSOR
1674	1396	1732	SPONSOR
1674	211	1732	SPONSOR
1751	3787	1810	SPONSOR
1751	156	1810	SPONSOR
1821	99	1882	SPONSOR
1821	331	1882	SPONSOR
1864	3488	1926	SPONSOR
1864	3587	1926	SPONSOR
1864	4290	1926	SPONSOR
1864	3513	1926	SPONSOR
1961	3587	2026	SPONSOR
1961	3553	2026	SPONSOR
2136	1489	2211	SPONSOR
2136	4522	2211	SPONSOR
2470	4290	2549	SPONSOR
2470	3553	2549	SPONSOR
2141	331	2216	SPONSOR
2141	236	2216	SPONSOR
2141	99	2216	SPONSOR
2358	236	2436	SPONSOR
2358	2141	2436	SPONSOR
2358	3704	2436	SPONSOR
2358	3557	2436	SPONSOR
2432	236	2511	SPONSOR
2432	4341	2511	SPONSOR
2443	3488	2522	SPONSOR
2443	5145	2522	SPONSOR
2443	4238	2522	SPONSOR
2469	99	2548	SPONSOR
2469	4817	2548	SPONSOR
2469	3556	2548	SPONSOR
2876	4290	2976	SPONSOR
2876	3553	2976	SPONSOR
3139	1396	3254	SPONSOR
3139	1461	3254	SPONSOR
3139	3868	3254	SPONSOR
3361	3587	3486	SPONSOR
3346	236	3471	SPONSOR
3346	3587	3471	SPONSOR
3346	3869	3471	SPONSOR
3346	4969	3471	SPONSOR
4684	1396	4855	SPONSOR
4684	1024	4855	SPONSOR
997	4598	1026	SPONSOR
1238	3553	1276	SPONSOR
1238	3787	1276	SPONSOR
4252	808	4405	SPONSOR
4252	1302	4405	SPONSOR
3862	135	4001	SPONSOR
3862	2551	4001	SPONSOR
4600	4157	4768	SPONSOR
4600	2366	4768	SPONSOR
2551	3277	2635	SPONSOR
2551	135	2635	SPONSOR
1171	1794	1207	SPONSOR
1171	3326	1207	SPONSOR
1171	2598	1207	SPONSOR
4828	808	5003	SPONSOR
3975	4290	4119	SPONSOR
3870	1037	4011	SPONSOR
3870	3488	4011	SPONSOR
3871	114	4012	SPONSOR
3871	4290	4012	SPONSOR
3871	4522	4012	SPONSOR
3867	238	4008	SPONSOR
3867	236	4008	SPONSOR
3867	915	4008	SPONSOR
3869	2680	4010	SPONSOR
3869	4399	4010	SPONSOR
3869	2171	4010	SPONSOR
3787	3869	3924	SPONSOR
3654	2470	3786	SPONSOR
3654	1159	3786	SPONSOR
3654	1610	3786	SPONSOR
3654	3771	3786	SPONSOR
3655	1489	3787	SPONSOR
3655	915	3787	SPONSOR
3655	3514	3787	SPONSOR
3636	238	3767	SPONSOR
3636	236	3767	SPONSOR
3636	1037	3767	SPONSOR
3556	99	3685	SPONSOR
3556	331	3685	SPONSOR
3556	4341	3685	SPONSOR
3557	621	3686	SPONSOR
3557	3868	3686	SPONSOR
3493	3488	3621	SPONSOR
3493	3868	3621	SPONSOR
3493	211	3621	SPONSOR
4522	3648	4688	SPONSOR
4522	858	4688	SPONSOR
4522	4559	4688	SPONSOR
4400	4851	4562	SPONSOR
4400	2792	4562	SPONSOR
4390	3704	4552	SPONSOR
4390	3587	4552	SPONSOR
4391	331	4553	SPONSOR
4391	2386	4553	SPONSOR
4391	1507	4553	SPONSOR
4341	408	4499	SPONSOR
4341	4817	4499	SPONSOR
3678	114	3810	SPONSOR
3678	2876	3810	SPONSOR
4350	99	4509	SPONSOR
3931	1238	4074	SPONSOR
3918	238	4061	SPONSOR
3918	3488	4061	SPONSOR
3918	4699	4061	SPONSOR
3514	3918	3642	SPONSOR
4969	835	5148	SPONSOR
4969	1261	5148	SPONSOR
4969	3636	5148	SPONSOR
5135	1961	5321	SPONSOR
5135	4661	5321	SPONSOR
5135	4200	5321	SPONSOR
4847	99	5022	SPONSOR
4847	1000	5022	SPONSOR
4847	3704	5022	SPONSOR
5041	1961	5223	SPONSOR
5134	3587	5320	SPONSOR
4817	7	4992	SPONSOR
4817	1507	4992	SPONSOR
4737	2386	4910	SPONSOR
4661	4847	4831	SPONSOR
4661	236	4831	SPONSOR
4559	1489	4726	SPONSOR
4559	99	4726	SPONSOR
4559	3557	4726	SPONSOR
4560	7	4727	SPONSOR
4281	4290	4434	SPONSOR
4238	1461	4391	SPONSOR
4238	4559	4391	SPONSOR
4238	99	4391	SPONSOR
4199	3869	4351	SPONSOR
4199	4290	4351	SPONSOR
4199	3488	4351	SPONSOR
4200	4290	4352	SPONSOR
4200	4847	4352	SPONSOR
4200	3557	4352	SPONSOR
4182	4817	4334	SPONSOR
4182	7	4334	SPONSOR
4182	331	4334	SPONSOR
4182	1507	4334	SPONSOR
4561	299	4728	SPONSOR
4107	929	4257	SPONSOR
2327	3826	2405	SPONSOR
3183	446	3299	SPONSOR
2752	3739	2846	SPONSOR
2752	1605	2846	SPONSOR
2753	3063	2847	SPONSOR
2753	708	2847	SPONSOR
3462	3063	3589	SPONSOR
3462	2009	3589	SPONSOR
513	2540	528	SPONSOR
708	3063	730	SPONSOR
708	3462	730	SPONSOR
2009	3739	2075	SPONSOR
2009	953	2075	SPONSOR
2540	2009	2621	SPONSOR
2540	3063	2621	SPONSOR
2404	1982	2483	SPONSOR
2404	3182	2483	SPONSOR
2404	3444	2483	SPONSOR
2404	5058	2483	SPONSOR
223	2955	232	SPONSOR
223	119	232	SPONSOR
3108	4246	3221	SPONSOR
3108	1297	3221	SPONSOR
3108	1566	3221	SPONSOR
3561	2193	3690	SPONSOR
582	1101	599	SPONSOR
582	254	599	SPONSOR
582	2731	599	SPONSOR
3763	3639	3899	SPONSOR
1730	2557	1789	SPONSOR
3094	451	3206	SPONSOR
3094	4626	3206	SPONSOR
3095	451	3207	SPONSOR
3095	318	3207	SPONSOR
3095	2731	3207	SPONSOR
4	3094	4	SPONSOR
1777	1688	1838	SPONSOR
1777	425	1838	SPONSOR
4037	3953	4186	SPONSOR
177	2939	184	SPONSOR
177	2151	184	SPONSOR
357	4380	368	SPONSOR
357	4499	368	SPONSOR
484	2754	497	SPONSOR
484	1056	497	SPONSOR
484	4453	497	SPONSOR
484	2151	497	SPONSOR
1057	2754	1088	SPONSOR
1057	3722	1088	SPONSOR
1057	2025	1088	SPONSOR
2035	243	2102	SPONSOR
2035	1090	2102	SPONSOR
2035	823	2102	SPONSOR
2151	1013	2226	SPONSOR
2381	3632	2459	SPONSOR
2381	3439	2459	SPONSOR
2421	2056	2500	SPONSOR
2421	2350	2500	SPONSOR
2421	513	2500	SPONSOR
2423	4419	2502	SPONSOR
2423	2151	2502	SPONSOR
2149	1445	2224	SPONSOR
2149	1840	2224	SPONSOR
2149	2228	2224	SPONSOR
3113	1989	3226	SPONSOR
3425	1083	3551	SPONSOR
3425	2151	3551	SPONSOR
3425	3074	3551	SPONSOR
2251	2381	2326	SPONSOR
4415	3632	4577	SPONSOR
4415	1010	4577	SPONSOR
4415	2423	4577	SPONSOR
4415	3724	4577	SPONSOR
3724	3813	3859	SPONSOR
3724	1142	3859	SPONSOR
3437	2423	3563	SPONSOR
3437	3604	3563	SPONSOR
1668	1116	1725	SPONSOR
1668	3008	1725	SPONSOR
1715	3992	1774	SPONSOR
5025	2910	5206	SPONSOR
5025	3436	5206	SPONSOR
5025	3632	5206	SPONSOR
4934	2701	5113	SPONSOR
4765	4934	4938	SPONSOR
4765	3425	4938	SPONSOR
4765	4000	4938	SPONSOR
4765	3877	4938	SPONSOR
4642	2293	4812	SPONSOR
4543	2151	4709	SPONSOR
4543	3724	4709	SPONSOR
4499	3877	4665	SPONSOR
4499	4934	4665	SPONSOR
4499	3439	4665	SPONSOR
4453	2754	4617	SPONSOR
4453	1057	4617	SPONSOR
4453	2423	4617	SPONSOR
4380	2151	4542	SPONSOR
4380	2035	4542	SPONSOR
4209	1989	4361	SPONSOR
3877	4380	4018	SPONSOR
3877	4000	4018	SPONSOR
3877	2421	4018	SPONSOR
3877	2035	4018	SPONSOR
2456	3856	2535	SPONSOR
2456	4406	2535	SPONSOR
1619	3243	1672	SPONSOR
1619	3856	1672	SPONSOR
1620	2523	1673	SPONSOR
1620	3243	1673	SPONSOR
1620	3856	1673	SPONSOR
3243	4419	3363	SPONSOR
3243	4543	3363	SPONSOR
3244	3511	3364	SPONSOR
3244	2920	3364	SPONSOR
271	1612	281	SPONSOR
271	3303	281	SPONSOR
271	4410	281	SPONSOR
1473	1854	1524	SPONSOR
1473	4410	1524	SPONSOR
1473	5033	1524	SPONSOR
1583	837	1636	SPONSOR
1583	4843	1636	SPONSOR
1583	4939	1636	SPONSOR
1594	857	1647	SPONSOR
1594	3643	1647	SPONSOR
1594	3813	1647	SPONSOR
1594	4851	1647	SPONSOR
2097	4254	2168	SPONSOR
2097	2896	2168	SPONSOR
2896	1013	2996	SPONSOR
4936	657	5115	SPONSOR
4936	3574	5115	SPONSOR
4852	657	5028	SPONSOR
4852	792	5028	SPONSOR
4852	1868	5028	SPONSOR
5015	1062	5196	SPONSOR
5015	1049	5196	SPONSOR
4899	2480	5077	SPONSOR
4899	3574	5077	SPONSOR
4899	2335	5077	SPONSOR
4723	3344	4895	SPONSOR
3595	657	3724	SPONSOR
3344	1868	3469	SPONSOR
2957	657	3063	SPONSOR
2957	792	3063	SPONSOR
2957	3574	3063	SPONSOR
2480	657	2559	SPONSOR
2480	1868	2559	SPONSOR
2480	3574	2559	SPONSOR
3949	1868	4093	SPONSOR
3949	657	4093	SPONSOR
792	657	816	SPONSOR
792	4936	816	SPONSOR
657	2789	676	SPONSOR
657	4723	676	SPONSOR
658	2957	677	SPONSOR
658	792	677	SPONSOR
641	3574	660	SPONSOR
641	2957	660	SPONSOR
641	4852	660	SPONSOR
889	4852	915	SPONSOR
889	792	915	SPONSOR
889	2957	915	SPONSOR
458	3344	471	SPONSOR
4932	1044	5111	SPONSOR
4932	1482	5111	SPONSOR
917	3344	943	SPONSOR
917	1868	943	SPONSOR
389	1868	400	SPONSOR
389	657	400	SPONSOR
4507	4743	4673	SPONSOR
4507	2782	4673	SPONSOR
3201	187	3317	SPONSOR
3201	3857	3317	SPONSOR
3201	4743	3317	SPONSOR
1798	2400	1859	SPONSOR
1798	1887	1859	SPONSOR
1798	4733	1859	SPONSOR
1578	1566	1630	SPONSOR
1578	440	1630	SPONSOR
1578	360	1630	SPONSOR
968	3468	996	SPONSOR
968	2445	996	SPONSOR
1969	3444	2035	SPONSOR
1969	2939	2035	SPONSOR
1962	3721	2027	SPONSOR
1962	607	2027	SPONSOR
3628	3721	3759	SPONSOR
3628	1750	3759	SPONSOR
3628	4527	3759	SPONSOR
826	4249	851	SPONSOR
826	2240	851	SPONSOR
3608	3206	3738	SPONSOR
3061	948	3170	SPONSOR
3061	4101	3170	SPONSOR
2877	2297	2977	SPONSOR
2660	2877	2751	SPONSOR
365	2877	376	SPONSOR
493	2297	506	SPONSOR
493	4039	506	SPONSOR
1655	3244	1711	SPONSOR
2298	1213	2374	SPONSOR
2298	2877	2374	SPONSOR
3467	1566	3594	SPONSOR
3467	4246	3594	SPONSOR
3467	451	3594	SPONSOR
4484	2877	4650	SPONSOR
4484	1213	4650	SPONSOR
1560	1189	1612	SPONSOR
1560	1822	1612	SPONSOR
1822	4456	1883	SPONSOR
4454	2417	4618	SPONSOR
3758	1822	3894	SPONSOR
3758	1560	3894	SPONSOR
3789	4851	3926	SPONSOR
3789	1774	3926	SPONSOR
4456	2939	4620	SPONSOR
4456	1794	4620	SPONSOR
4456	92	4620	SPONSOR
4497	2423	4663	SPONSOR
4497	4419	4663	SPONSOR
4497	4543	4663	SPONSOR
4837	2416	5012	SPONSOR
1148	243	1182	SPONSOR
1148	2350	1182	SPONSOR
1148	2292	1182	SPONSOR
5100	1957	5284	SPONSOR
5100	2858	5284	SPONSOR
4408	502	4570	SPONSOR
4408	3415	4570	SPONSOR
4408	2364	4570	SPONSOR
2364	502	2442	SPONSOR
2364	1638	2442	SPONSOR
2395	2969	2473	SPONSOR
2395	1868	2473	SPONSOR
4785	502	4958	SPONSOR
4603	2394	4771	SPONSOR
4603	502	4771	SPONSOR
4966	1957	5145	SPONSOR
3515	1637	3643	SPONSOR
3515	2969	3643	SPONSOR
3515	4966	3643	SPONSOR
2858	712	2957	SPONSOR
2858	3102	2957	SPONSOR
3415	2364	3541	SPONSOR
3415	2858	3541	SPONSOR
3501	1566	3629	SPONSOR
3501	857	3629	SPONSOR
3501	4445	3629	SPONSOR
1623	4264	1676	SPONSOR
426	3721	437	SPONSOR
426	607	437	SPONSOR
426	3049	437	SPONSOR
426	2340	437	SPONSOR
2879	3720	2979	SPONSOR
607	1801	625	SPONSOR
607	3721	625	SPONSOR
607	2648	625	SPONSOR
607	4527	625	SPONSOR
2648	451	2738	SPONSOR
2648	2019	2738	SPONSOR
2648	2020	2738	SPONSOR
2354	199	2432	SPONSOR
2565	4585	2649	SPONSOR
2565	5059	2649	SPONSOR
1801	1750	1862	SPONSOR
1801	2648	1862	SPONSOR
1801	4527	1862	SPONSOR
1211	3720	1248	SPONSOR
1211	102	1248	SPONSOR
1029	4273	1059	SPONSOR
1029	5039	1059	SPONSOR
1029	1598	1059	SPONSOR
3721	3182	3856	SPONSOR
3721	1641	3856	SPONSOR
4108	607	4258	SPONSOR
4108	3721	4258	SPONSOR
1134	1034	1168	SPONSOR
1134	2390	1168	SPONSOR
1134	2610	1168	SPONSOR
4278	680	4431	SPONSOR
4874	5059	5051	SPONSOR
2534	3552	2615	SPONSOR
2534	467	2615	SPONSOR
2534	1389	2615	SPONSOR
694	4944	715	SPONSOR
2314	4270	2392	SPONSOR
2314	4558	2392	SPONSOR
2314	4733	2392	SPONSOR
4335	3827	4492	SPONSOR
4335	2209	4492	SPONSOR
4335	925	4492	SPONSOR
165	4743	172	SPONSOR
986	661	1014	SPONSOR
986	1732	1014	SPONSOR
3858	2783	3997	SPONSOR
3858	3857	3997	SPONSOR
3858	4733	3997	SPONSOR
987	91	1015	SPONSOR
987	221	1015	SPONSOR
559	91	575	SPONSOR
559	221	575	SPONSOR
559	1395	575	SPONSOR
234	91	243	SPONSOR
234	988	243	SPONSOR
234	221	243	SPONSOR
2805	2781	2901	SPONSOR
5120	3856	5306	SPONSOR
5120	4743	5306	SPONSOR
5120	187	5306	SPONSOR
680	3170	700	SPONSOR
680	380	700	SPONSOR
680	187	700	SPONSOR
2493	1673	2572	SPONSOR
2493	4743	2572	SPONSOR
2524	5120	2605	SPONSOR
2524	3856	2605	SPONSOR
2524	5093	2605	SPONSOR
2524	4749	2605	SPONSOR
1887	680	1950	SPONSOR
1887	187	1950	SPONSOR
1887	4733	1950	SPONSOR
1887	680	1950	SPONSOR
2377	187	2455	SPONSOR
2377	3856	2455	SPONSOR
2377	3170	2455	SPONSOR
2783	1825	2879	SPONSOR
2783	3720	2879	SPONSOR
2783	1750	2879	SPONSOR
2783	1029	2879	SPONSOR
681	2374	701	SPONSOR
681	5133	701	SPONSOR
748	681	772	SPONSOR
748	2492	772	SPONSOR
775	1842	799	SPONSOR
2492	1842	2571	SPONSOR
2492	1824	2571	SPONSOR
2485	1842	2564	SPONSOR
2485	2492	2564	SPONSOR
2485	680	2564	SPONSOR
1824	1841	1885	SPONSOR
1599	2374	1652	SPONSOR
1599	500	1652	SPONSOR
1332	1887	1377	SPONSOR
1332	3856	1377	SPONSOR
1332	4733	1377	SPONSOR
3850	91	3989	SPONSOR
3850	234	3989	SPONSOR
4885	221	5063	SPONSOR
4885	91	5063	SPONSOR
3963	91	4107	SPONSOR
3963	1395	4107	SPONSOR
2906	4885	3008	SPONSOR
2906	3963	3008	SPONSOR
2854	91	2953	SPONSOR
2854	221	2953	SPONSOR
4119	360	4269	SPONSOR
4119	3182	4269	SPONSOR
4434	2416	4597	SPONSOR
4434	1765	4597	SPONSOR
1935	4434	1999	SPONSOR
1464	4655	1515	SPONSOR
3590	1464	3719	SPONSOR
3590	2416	3719	SPONSOR
3543	2416	3672	SPONSOR
3543	3963	3672	SPONSOR
4113	4112	4263	SPONSOR
3516	4655	3644	SPONSOR
3516	4112	3644	SPONSOR
1934	1160	1998	SPONSOR
1934	1662	1998	SPONSOR
1065	3737	1097	SPONSOR
1551	832	1603	SPONSOR
1551	102	1603	SPONSOR
1551	242	1603	SPONSOR
1551	4876	1603	SPONSOR
1780	1327	1841	SPONSOR
1780	2672	1841	SPONSOR
2320	1778	2398	SPONSOR
2320	4495	2398	SPONSOR
2671	2320	2762	SPONSOR
2672	2320	2763	SPONSOR
2672	3737	2763	SPONSOR
2672	3894	2763	SPONSOR
1675	3690	1733	SPONSOR
1675	1389	1733	SPONSOR
