entity_type;bundle;deleted;entity_id;revision_id;language;delta;field_illustration_fid;field_illustration_alt;field_illustration_title;field_illustration_width;field_illustration_height
node;imprimeur_lithographe;0;25647;25647;und;0;1542;"";Carte publicitaire. Coll.particulière.;1942;1409
node;imprimeur_lithographe;0;25735;25735;und;0;818;"";Archives nationales;3112;1979
node;imprimeur_lithographe;0;25751;25751;und;0;1564;"";Ville de Paris, Bib. Forney / Roger-Viollet;1057;1459
node;imprimeur_lithographe;0;25755;25755;und;0;632;"";Arch. nat.;1179;1375
node;imprimeur_lithographe;0;25777;25777;und;0;627;"";Arch. nat.;1016;1078
node;imprimeur_lithographe;0;25829;25829;und;0;643;"";Arch. nat.;772;694
node;imprimeur_lithographe;0;25835;25835;und;0;645;"";Arch.nat.;723;683
node;imprimeur_lithographe;0;25859;25859;und;0;644;"";Arch. nat.;1007;1239
node;imprimeur_lithographe;0;25866;25866;und;0;646;"";Arch. nat.;762;1270
node;imprimeur_lithographe;0;25933;25933;und;0;4348;"";A. N.;981;2989
node;imprimeur_lithographe;0;26031;26031;und;0;4057;"";En-tête de facture, avant1875.  [Coll. particulière];1386;844
node;imprimeur_lithographe;0;26090;26090;und;0;1565;"";Ville de Paris, Bib. Forney / Roger-Viollet;1071;1493
node;imprimeur_lithographe;0;26091;26091;und;0;3845;"";Affiche publicitaire. [Ville de Paris / Bibl. Forney];505;830
node;imprimeur_lithographe;0;26139;26139;und;0;1106;"";Carte postale. Coll. particulière.;1508;1165
node;imprimeur_lithographe;0;26142;26142;und;0;931;"";A. N., F/18/2248;886;790
node;imprimeur_lithographe;0;26187;26187;und;0;648;"";A. N., F/18/2250;1166;1543
node;imprimeur_lithographe;0;26190;26190;und;0;649;"";A. N., F/18/2250;654;728
node;imprimeur_lithographe;0;26319;26319;und;0;652;"";Arch. nat., F/18/2257;1046;2478
node;imprimeur_lithographe;0;26337;26337;und;0;4307;"";La Normandie monumentale et pittoresque, 1899. [BnF];446;528
node;imprimeur_lithographe;0;26373;26373;und;0;650;"";Arch. nat., F/18/2265;741;1133
node;imprimeur_lithographe;0;26628;26628;und;0;2338;"";A. D. Haute-Vienne, 46 Fi 13414;541;848
node;imprimeur_lithographe;0;26684;26684;und;0;654;"";Gallica, Bibliothèque nationale de France;787;1167
node;imprimeur_lithographe;0;26809;26809;und;0;1424;"";Portrait par Mainberger, 1834. Gallica, BNF/BNU Strasbourg;888;1125
node;imprimeur_lithographe;0;26815;26815;und;0;791;"";Gallica, Bibliothèque nationale de France;780;936
node;imprimeur_lithographe;0;26846;26846;und;0;817;"";Coll.particulière;341;670
node;imprimeur_lithographe;0;26850;26850;und;0;858;"";Archives nationales, F/18/1893.;1628;702
node;imprimeur_lithographe;0;26907;26907;und;0;1217;"";En-tête de facture. 1854. Coll. particulière.;1805;635
node;imprimeur_lithographe;0;26914;26914;und;0;986;"";Saint Michel, 1844.[A. N. F/18/2116A];2424;3246
node;imprimeur_lithographe;0;26919;26919;und;0;983;"";A. N., F/18/2116A;2443;2739
node;imprimeur_lithographe;0;26921;26921;und;0;984;"";A. N., F/18/2116A;1011;2667
node;imprimeur_lithographe;0;26926;26926;und;0;1006;"";Prospectus publicitaire. A. N. F/18/2010;2057;3088
node;imprimeur_lithographe;0;26930;26930;und;0;2679;"";A. N., F/18/2116A;1011;2667
node;imprimeur_lithographe;0;26932;26932;und;0;997;"";"";1409;1722
node;imprimeur_lithographe;0;26954;26954;und;0;1042;"";Gallica.bnf / B.M.Dijon;809;960
node;imprimeur_lithographe;0;26971;26971;und;0;1054;"";Gallica.BNF/ B.M.Dijon;1024;1335
node;imprimeur_lithographe;0;26984;26984;und;0;1114;"";Bibliothèque municipale de Lille;470;603
node;imprimeur_lithographe;0;26989;26989;und;0;1551;"";Gallica, Bibliothèque nationale de France;1024;1409
node;imprimeur_lithographe;0;26991;26991;und;0;1128;"";Gallica, Bibliothèque nationale de France;776;1342
node;imprimeur_lithographe;0;26994;26994;und;0;1142;"";Gallica, Bibliothèque nationale de France;1536;927
node;imprimeur_lithographe;0;26995;26995;und;0;1147;"";Gallica, Bibliothèque nationale de France;1367;1054
node;imprimeur_lithographe;0;26996;26996;und;0;1160;"";Gallica, Bibliothèque nationale de France / BNU Strasbourg;708;1179
node;imprimeur_lithographe;0;26998;26998;und;0;1175;"";Gallica, BNU Strasbourg.;1536;980
node;imprimeur_lithographe;0;27018;27018;und;0;1345;"";Gallica, Bibliothèque nationale de France / BNU Strasbourg;1536;1029
node;imprimeur_lithographe;0;27025;27025;und;0;4316;"";Papier à en-tête. [Coll. privée];965;1205
node;imprimeur_lithographe;0;27056;27056;und;0;1621;"";Gallica, Bibliothèque nationale de France / BNU Strasbourg;1536;1040
node;imprimeur_lithographe;0;27073;27073;und;0;1892;"";A. N. F/18/1785;2791;1907
node;imprimeur_lithographe;0;27076;27076;und;0;2041;"";Imprimerie A. Clarey (Coll. particulière);919;1375
node;imprimeur_lithographe;0;27077;27077;und;0;2042;"";Imprimerie Gibert-Clarey (Coll. particulière);2868;2115
node;imprimeur_lithographe;0;27080;27080;und;0;2099;"";Source  gallica.bnf.fr / Bibliothèque nationale de France;1024;1324
node;imprimeur_lithographe;0;27085;27085;und;0;3610;"";En-tête de facture.  [A.N. F/18/1810];4193;977
node;imprimeur_lithographe;0;27089;27089;und;0;3811;"";En-tête de lettre, 1850. A. N. F/18/1795;1395;1214
node;imprimeur_lithographe;0;27098;27098;und;0;2702;"";[Coll. Meja];289;434
node;imprimeur_lithographe;0;27099;27099;und;0;3069;""; [A. N., F/18/1779];971;2312
node;imprimeur_lithographe;0;27108;27108;und;0;2736;"";Coll. Meja;477;576
node;imprimeur_lithographe;0;27122;27122;und;0;3089;"";Désiré Chesnot [Coll. Franck Sainte-Martine];580;770
node;imprimeur_lithographe;0;27126;27126;und;0;3187;"";En-tête de lettre, 1821. [A.N.];2648;1055
node;imprimeur_lithographe;0;27130;27130;und;0;3350;"";En-tête de lettre. [A.N.];1100;1625
node;imprimeur_lithographe;0;27144;27144;und;0;3666;"";Papier à en-tête  [Coll. particulière];1709;3409
node;imprimeur_lithographe;0;27152;27152;und;0;3796;"";Vignette à l'appui du dossier [A. N.];1796;2622
node;imprimeur_lithographe;0;27153;27153;und;0;3810;"";En-tête de facture, 1846. [A.N. F/18/1796, Lucas];3221;1570
node;imprimeur_lithographe;0;27161;27161;und;0;3908;"";Affiche publicitaire. [Ville de Paris / Bibl. Forney];610;832
node;imprimeur_lithographe;0;27171;27171;und;0;4030;"";Globe terrestre pour l'usage des collèges;1024;1537
