entity_type;bundle;deleted;entity_id;revision_id;language;delta;field_parrains_nid
node;imprimeur_lithographe;0;22423;22423;und;0;21980
node;imprimeur_lithographe;0;22423;22423;und;1;23217
node;imprimeur_lithographe;0;22423;22423;und;2;22742
node;imprimeur_lithographe;0;22423;22423;und;3;22629
node;imprimeur_lithographe;0;22424;22424;und;0;22127
node;imprimeur_lithographe;0;22424;22424;und;1;22754
node;imprimeur_lithographe;0;22424;22424;und;2;22231
node;imprimeur_lithographe;0;22425;22425;und;0;21866
node;imprimeur_lithographe;0;22425;22425;und;1;23022
node;imprimeur_lithographe;0;22425;22425;und;2;23085
node;imprimeur_lithographe;0;22426;22426;und;0;22072
node;imprimeur_lithographe;0;22426;22426;und;1;23181
node;imprimeur_lithographe;0;22426;22426;und;2;22512
node;imprimeur_lithographe;0;22427;22427;und;0;22302
node;imprimeur_lithographe;0;22427;22427;und;1;23127
node;imprimeur_lithographe;0;22427;22427;und;2;21586
node;imprimeur_lithographe;0;22427;22427;und;3;25609
node;imprimeur_lithographe;0;22428;22428;und;0;22618
node;imprimeur_lithographe;0;22428;22428;und;1;23183
node;imprimeur_lithographe;0;22428;22428;und;2;23088
node;imprimeur_lithographe;0;22428;22428;und;3;22251
node;imprimeur_lithographe;0;22429;22429;und;0;22092
node;imprimeur_lithographe;0;22429;22429;und;1;22170
node;imprimeur_lithographe;0;22430;22430;und;0;21889
node;imprimeur_lithographe;0;22430;22430;und;1;22005
node;imprimeur_lithographe;0;22430;22430;und;2;22207
node;imprimeur_lithographe;0;22430;22430;und;3;22580
node;imprimeur_lithographe;0;22431;22431;und;0;21997
node;imprimeur_lithographe;0;22431;22431;und;1;22942
node;imprimeur_lithographe;0;22431;22431;und;2;22471
node;imprimeur_lithographe;0;22433;22433;und;0;27119
node;imprimeur_lithographe;0;22433;22433;und;1;22248
node;imprimeur_lithographe;0;22433;22433;und;2;22412
node;imprimeur_lithographe;0;22433;22433;und;3;21601
node;imprimeur_lithographe;0;22434;22434;und;0;22241
node;imprimeur_lithographe;0;22434;22434;und;1;23031
node;imprimeur_lithographe;0;22435;22435;und;0;22085
node;imprimeur_lithographe;0;22435;22435;und;1;22638
node;imprimeur_lithographe;0;22435;22435;und;2;21550
node;imprimeur_lithographe;0;22436;22436;und;0;22580
node;imprimeur_lithographe;0;22436;22436;und;1;23127
node;imprimeur_lithographe;0;22436;22436;und;2;27096
node;imprimeur_lithographe;0;22436;22436;und;3;22005
node;imprimeur_lithographe;0;22438;22438;und;0;23939
node;imprimeur_lithographe;0;22438;22438;und;1;22319
node;imprimeur_lithographe;0;22438;22438;und;2;27016
node;imprimeur_lithographe;0;22438;22438;und;3;22185
node;imprimeur_lithographe;0;22439;22439;und;0;22216
node;imprimeur_lithographe;0;22439;22439;und;1;22986
node;imprimeur_lithographe;0;22439;22439;und;2;22094
node;imprimeur_lithographe;0;22440;22440;und;0;22329
node;imprimeur_lithographe;0;22440;22440;und;1;21629
node;imprimeur_lithographe;0;22440;22440;und;2;21601
node;imprimeur_lithographe;0;22442;22442;und;0;22285
node;imprimeur_lithographe;0;22442;22442;und;1;22805
node;imprimeur_lithographe;0;22442;22442;und;2;22797
node;imprimeur_lithographe;0;22443;22443;und;0;22548
node;imprimeur_lithographe;0;22443;22443;und;1;22394
node;imprimeur_lithographe;0;22444;22444;und;0;22418
node;imprimeur_lithographe;0;22444;22444;und;1;22879
node;imprimeur_lithographe;0;22444;22444;und;2;22115
node;imprimeur_lithographe;0;22444;22444;und;3;22657
node;imprimeur_lithographe;0;22446;22446;und;0;22053
node;imprimeur_lithographe;0;22446;22446;und;1;22692
node;imprimeur_lithographe;0;22447;22447;und;0;22369
node;imprimeur_lithographe;0;22447;22447;und;1;22956
node;imprimeur_lithographe;0;22447;22447;und;2;22907
node;imprimeur_lithographe;0;22448;22448;und;0;22773
node;imprimeur_lithographe;0;22448;22448;und;1;22387
node;imprimeur_lithographe;0;22450;22450;und;0;21561
node;imprimeur_lithographe;0;22450;22450;und;1;23129
node;imprimeur_lithographe;0;22450;22450;und;2;22457
node;imprimeur_lithographe;0;22450;22450;und;3;23103
node;imprimeur_lithographe;0;22452;22452;und;0;23085
node;imprimeur_lithographe;0;22452;22452;und;1;27085
node;imprimeur_lithographe;0;22454;22454;und;0;22337
node;imprimeur_lithographe;0;22454;22454;und;1;22516
node;imprimeur_lithographe;0;22454;22454;und;2;21866
node;imprimeur_lithographe;0;22455;22455;und;0;21955
node;imprimeur_lithographe;0;22455;22455;und;1;22468
node;imprimeur_lithographe;0;22455;22455;und;2;23077
node;imprimeur_lithographe;0;22456;22456;und;0;22561
node;imprimeur_lithographe;0;22456;22456;und;1;22967
node;imprimeur_lithographe;0;22456;22456;und;2;22241
node;imprimeur_lithographe;0;22456;22456;und;3;21964
node;imprimeur_lithographe;0;22458;22458;und;0;21899
node;imprimeur_lithographe;0;22458;22458;und;1;21623
node;imprimeur_lithographe;0;22459;22459;und;0;24301
node;imprimeur_lithographe;0;22459;22459;und;1;22611
node;imprimeur_lithographe;0;22459;22459;und;2;23183
node;imprimeur_lithographe;0;22460;22460;und;0;23144
node;imprimeur_lithographe;0;22460;22460;und;1;22383
node;imprimeur_lithographe;0;22460;22460;und;2;22990
node;imprimeur_lithographe;0;22461;22461;und;0;22905
node;imprimeur_lithographe;0;22461;22461;und;1;21951
node;imprimeur_lithographe;0;22461;22461;und;2;23177
node;imprimeur_lithographe;0;22461;22461;und;3;22545
node;imprimeur_lithographe;0;22463;22463;und;0;23174
node;imprimeur_lithographe;0;22463;22463;und;1;22660
node;imprimeur_lithographe;0;22463;22463;und;2;22722
node;imprimeur_lithographe;0;22463;22463;und;3;22363
node;imprimeur_lithographe;0;22464;22464;und;0;22561
node;imprimeur_lithographe;0;22464;22464;und;1;22697
node;imprimeur_lithographe;0;22464;22464;und;2;22324
node;imprimeur_lithographe;0;22465;22465;und;0;22422
node;imprimeur_lithographe;0;22465;22465;und;1;22355
node;imprimeur_lithographe;0;22465;22465;und;2;21572
node;imprimeur_lithographe;0;22466;22466;und;0;22685
node;imprimeur_lithographe;0;22466;22466;und;1;21866
node;imprimeur_lithographe;0;22466;22466;und;2;21884
node;imprimeur_lithographe;0;22466;22466;und;3;22093
node;imprimeur_lithographe;0;22467;22467;und;0;22733
node;imprimeur_lithographe;0;22467;22467;und;1;23052
node;imprimeur_lithographe;0;22467;22467;und;2;22519
node;imprimeur_lithographe;0;22467;22467;und;3;23179
node;imprimeur_lithographe;0;22468;22468;und;0;21596
node;imprimeur_lithographe;0;22468;22468;und;1;22223
node;imprimeur_lithographe;0;22468;22468;und;2;23077
node;imprimeur_lithographe;0;22469;22469;und;0;22889
node;imprimeur_lithographe;0;22469;22469;und;1;22005
node;imprimeur_lithographe;0;22469;22469;und;2;22986
node;imprimeur_lithographe;0;22469;22469;und;3;23023
node;imprimeur_lithographe;0;22470;22470;und;0;22734
node;imprimeur_lithographe;0;22470;22470;und;1;22735
node;imprimeur_lithographe;0;22470;22470;und;2;22634
node;imprimeur_lithographe;0;22470;22470;und;3;22902
node;imprimeur_lithographe;0;22471;22471;und;0;22734
node;imprimeur_lithographe;0;22471;22471;und;1;21963
node;imprimeur_lithographe;0;22472;22472;und;0;22207
node;imprimeur_lithographe;0;22472;22472;und;1;27101
node;imprimeur_lithographe;0;22472;22472;und;2;22893
node;imprimeur_lithographe;0;22473;22473;und;0;22290
node;imprimeur_lithographe;0;22473;22473;und;1;22671
node;imprimeur_lithographe;0;22473;22473;und;2;22245
node;imprimeur_lithographe;0;22474;22474;und;0;22985
node;imprimeur_lithographe;0;22474;22474;und;1;23177
node;imprimeur_lithographe;0;22474;22474;und;2;22719
node;imprimeur_lithographe;0;22475;22475;und;0;23022
node;imprimeur_lithographe;0;22475;22475;und;1;22400
node;imprimeur_lithographe;0;22475;22475;und;2;22268
node;imprimeur_lithographe;0;22477;22477;und;0;22115
node;imprimeur_lithographe;0;22477;22477;und;1;23017
node;imprimeur_lithographe;0;22477;22477;und;2;22653
node;imprimeur_lithographe;0;22480;22480;und;0;22323
node;imprimeur_lithographe;0;22480;22480;und;1;23022
node;imprimeur_lithographe;0;22480;22480;und;2;22400
node;imprimeur_lithographe;0;22481;22481;und;0;22561
node;imprimeur_lithographe;0;22481;22481;und;1;22006
node;imprimeur_lithographe;0;22481;22481;und;2;22422
node;imprimeur_lithographe;0;22482;22482;und;0;22703
node;imprimeur_lithographe;0;22482;22482;und;1;22216
node;imprimeur_lithographe;0;22483;22483;und;0;21595
node;imprimeur_lithographe;0;22483;22483;und;1;22259
node;imprimeur_lithographe;0;22483;22483;und;2;21912
node;imprimeur_lithographe;0;22483;22483;und;3;22505
node;imprimeur_lithographe;0;22486;22486;und;0;22684
node;imprimeur_lithographe;0;22486;22486;und;1;22248
node;imprimeur_lithographe;0;22486;22486;und;2;21622
node;imprimeur_lithographe;0;22487;22487;und;0;22660
node;imprimeur_lithographe;0;22488;22488;und;0;22979
node;imprimeur_lithographe;0;22488;22488;und;1;22612
node;imprimeur_lithographe;0;22488;22488;und;2;22420
node;imprimeur_lithographe;0;22489;22489;und;0;22538
node;imprimeur_lithographe;0;22489;22489;und;1;21886
node;imprimeur_lithographe;0;22489;22489;und;2;22795
node;imprimeur_lithographe;0;22490;22490;und;0;23179
node;imprimeur_lithographe;0;22490;22490;und;1;22514
node;imprimeur_lithographe;0;22491;22491;und;0;21980
node;imprimeur_lithographe;0;22491;22491;und;1;23297
node;imprimeur_lithographe;0;22491;22491;und;2;22241
node;imprimeur_lithographe;0;22492;22492;und;0;22290
node;imprimeur_lithographe;0;22492;22492;und;1;22670
node;imprimeur_lithographe;0;22492;22492;und;2;22473
node;imprimeur_lithographe;0;22493;22493;und;0;22580
node;imprimeur_lithographe;0;22493;22493;und;1;22005
node;imprimeur_lithographe;0;22493;22493;und;2;23127
node;imprimeur_lithographe;0;22495;22495;und;0;21537
node;imprimeur_lithographe;0;22495;22495;und;1;22214
node;imprimeur_lithographe;0;22496;22496;und;0;21889
node;imprimeur_lithographe;0;22496;22496;und;1;22925
node;imprimeur_lithographe;0;22497;22497;und;0;23127
node;imprimeur_lithographe;0;22497;22497;und;1;21586
node;imprimeur_lithographe;0;22497;22497;und;2;22978
node;imprimeur_lithographe;0;22497;22497;und;3;22302
node;imprimeur_lithographe;0;22498;22498;und;0;22234
node;imprimeur_lithographe;0;22498;22498;und;1;22829
node;imprimeur_lithographe;0;22498;22498;und;2;22514
node;imprimeur_lithographe;0;22499;22499;und;0;22207
node;imprimeur_lithographe;0;22499;22499;und;1;22978
node;imprimeur_lithographe;0;22501;22501;und;0;21965
node;imprimeur_lithographe;0;22501;22501;und;1;22207
node;imprimeur_lithographe;0;22501;22501;und;2;21889
node;imprimeur_lithographe;0;22502;22502;und;0;22616
node;imprimeur_lithographe;0;22502;22502;und;1;22384
node;imprimeur_lithographe;0;22502;22502;und;2;23097
node;imprimeur_lithographe;0;22503;22503;und;0;22053
node;imprimeur_lithographe;0;22503;22503;und;1;22339
node;imprimeur_lithographe;0;22503;22503;und;2;22893
node;imprimeur_lithographe;0;22504;22504;und;0;22363
node;imprimeur_lithographe;0;22504;22504;und;1;22773
node;imprimeur_lithographe;0;22505;22505;und;0;22089
node;imprimeur_lithographe;0;22505;22505;und;1;22075
node;imprimeur_lithographe;0;22505;22505;und;2;21998
node;imprimeur_lithographe;0;22508;22508;und;0;22076
node;imprimeur_lithographe;0;22508;22508;und;1;21934
node;imprimeur_lithographe;0;22508;22508;und;2;27101
node;imprimeur_lithographe;0;22508;22508;und;3;22053
node;imprimeur_lithographe;0;22509;22509;und;0;22754
node;imprimeur_lithographe;0;22509;22509;und;1;22731
node;imprimeur_lithographe;0;22510;22510;und;0;22216
node;imprimeur_lithographe;0;22510;22510;und;1;22391
node;imprimeur_lithographe;0;22511;22511;und;0;22671
node;imprimeur_lithographe;0;22511;22511;und;1;22827
node;imprimeur_lithographe;0;22511;22511;und;2;22587
node;imprimeur_lithographe;0;22511;22511;und;3;22245
node;imprimeur_lithographe;0;22512;22512;und;0;22061
node;imprimeur_lithographe;0;22512;22512;und;1;22671
node;imprimeur_lithographe;0;22512;22512;und;2;22724
node;imprimeur_lithographe;0;22513;22513;und;0;23127
node;imprimeur_lithographe;0;22513;22513;und;1;27096
node;imprimeur_lithographe;0;22513;22513;und;2;21586
node;imprimeur_lithographe;0;22513;22513;und;3;22302
node;imprimeur_lithographe;0;22514;22514;und;0;22022
node;imprimeur_lithographe;0;22514;22514;und;1;22329
node;imprimeur_lithographe;0;22514;22514;und;2;22337
node;imprimeur_lithographe;0;22514;22514;und;3;22234
node;imprimeur_lithographe;0;22515;22515;und;0;22685
node;imprimeur_lithographe;0;22515;22515;und;1;22285
node;imprimeur_lithographe;0;22515;22515;und;2;22580
node;imprimeur_lithographe;0;22515;22515;und;3;21973
node;imprimeur_lithographe;0;22516;22516;und;0;21560
node;imprimeur_lithographe;0;22516;22516;und;1;22173
node;imprimeur_lithographe;0;22516;22516;und;2;26802
node;imprimeur_lithographe;0;22516;22516;und;3;27016
node;imprimeur_lithographe;0;22517;22517;und;0;22685
node;imprimeur_lithographe;0;22517;22517;und;1;23183
node;imprimeur_lithographe;0;22517;22517;und;2;22734
node;imprimeur_lithographe;0;22517;22517;und;3;22046
node;imprimeur_lithographe;0;22519;22519;und;0;22207
node;imprimeur_lithographe;0;22519;22519;und;1;22559
node;imprimeur_lithographe;0;22519;22519;und;2;21922
node;imprimeur_lithographe;0;22520;22520;und;0;21866
node;imprimeur_lithographe;0;22520;22520;und;1;22685
node;imprimeur_lithographe;0;22520;22520;und;2;22314
node;imprimeur_lithographe;0;22521;22521;und;0;22965
node;imprimeur_lithographe;0;22521;22521;und;1;22594
node;imprimeur_lithographe;0;22521;22521;und;2;22716
node;imprimeur_lithographe;0;22521;22521;und;3;22816
node;imprimeur_lithographe;0;22523;22523;und;0;23171
node;imprimeur_lithographe;0;22523;22523;und;1;22082
node;imprimeur_lithographe;0;22523;22523;und;2;21958
node;imprimeur_lithographe;0;22523;22523;und;3;21586
node;imprimeur_lithographe;0;22524;22524;und;0;22825
node;imprimeur_lithographe;0;22524;22524;und;1;23089
node;imprimeur_lithographe;0;22524;22524;und;2;24864
node;imprimeur_lithographe;0;22525;22525;und;0;22173
node;imprimeur_lithographe;0;22525;22525;und;1;22611
node;imprimeur_lithographe;0;22525;22525;und;2;26802
node;imprimeur_lithographe;0;22525;22525;und;3;21560
node;imprimeur_lithographe;0;22527;22527;und;0;21578
node;imprimeur_lithographe;0;22527;22527;und;1;22996
node;imprimeur_lithographe;0;22529;22529;und;0;25109
node;imprimeur_lithographe;0;22529;22529;und;1;24152
node;imprimeur_lithographe;0;22530;22530;und;0;21609
node;imprimeur_lithographe;0;22530;22530;und;1;23875
node;imprimeur_lithographe;0;22531;22531;und;0;23104
node;imprimeur_lithographe;0;22531;22531;und;1;22370
node;imprimeur_lithographe;0;22531;22531;und;2;22742
node;imprimeur_lithographe;0;22532;22532;und;0;22561
node;imprimeur_lithographe;0;22532;22532;und;1;23092
node;imprimeur_lithographe;0;22532;22532;und;2;22418
node;imprimeur_lithographe;0;22533;22533;und;0;22833
node;imprimeur_lithographe;0;22533;22533;und;1;21549
node;imprimeur_lithographe;0;22533;22533;und;2;22754
