fid;uid;filename;uri;filemime;filesize;status;timestamp;uuid
1193;193;LANGE4.jpg;public://LANGE4.jpg;image/jpeg;295323;1;1497624028;""
1194;193;lange.jpg;public://lange.jpg;image/jpeg;329235;1;1497624028;""
1195;193;LANGE2.jpg;public://LANGE2.jpg;image/jpeg;378518;1;1497624028;""
1196;193;durand.jpg;public://durand.jpg;image/jpeg;457969;1;1497625179;""
1197;193;DURAND2.jpg;public://DURAND2.jpg;image/jpeg;466344;1;1497625179;""
1198;193;DURAND4.jpg;public://DURAND4.jpg;image/jpeg;570825;1;1497625179;""
1199;193;DURAND3.jpg;public://DURAND3.jpg;image/jpeg;731683;1;1497625179;""
1200;193;Bas-Rhin_Wentzel_Jean_btv1b10223050x.jpeg;public://Bas-Rhin_Wentzel_Jean_btv1b10223050x.jpeg;image/jpeg;594297;1;1497806743;""
1201;193;Calendrier_de_1845_Abbaye_de_[...]Wentzel_Jean_btv1b10220151q.jpeg;public://Calendrier_de_1845_Abbaye_de_[...]Wentzel_Jean_btv1b10220151q.jpeg;image/jpeg;492426;1;1497806743;""
1203;193;Le_cordonnier_=_Der_Schuhmacher_Wentzel_Jean_btv1b10212058v.jpeg;public://Le_cordonnier_=_Der_Schuhmacher_Wentzel_Jean_btv1b10212058v.jpeg;image/jpeg;264149;1;1497806743;""
1204;193;Calendrier_de_1848_Wissembourg_Nininger_B_btv1b102201525.jpeg;public://Calendrier_de_1848_Wissembourg_Nininger_B_btv1b102201525.jpeg;image/jpeg;569072;1;1497806743;""
1205;193;Gare_de_Wissembourg_1857_Ginter_A_btv1b10214356s.jpeg;public://Gare_de_Wissembourg_1857_Ginter_A_btv1b10214356s.jpeg;image/jpeg;290896;1;1497806743;""
1206;193;Im_Namen_des_Vaters_des_[...]Wentzel_Jean_btv1b10200267k.jpeg;public://Im_Namen_des_Vaters_des_[...]Wentzel_Jean_btv1b10200267k.jpeg;image/jpeg;266632;1;1497806743;""
1207;193;Ste_Madeleine_=_St_Magdalena_[...]Wentzel_Jean_btv1b102190281.jpeg;public://Ste_Madeleine_=_St_Magdalena_[...]Wentzel_Jean_btv1b102190281.jpeg;image/jpeg;260516;1;1497806743;""
1208;193;Jésus_porte_sa_croix_=_[...]Wentzel_Jean_btv1b10219022b.jpeg;public://Jésus_porte_sa_croix_=_[...]Wentzel_Jean_btv1b10219022b.jpeg;image/jpeg;292949;1;1497806743;""
1209;193;Jésus_sur_la_croix_=_[...]Wentzel_Jean_btv1b10219025p.jpeg;public://Jésus_sur_la_croix_=_[...]Wentzel_Jean_btv1b10219025p.jpeg;image/jpeg;233077;1;1497806743;""
1210;193;Lectures_illustrées_de_l'enfance__bpt6k55512099.jpeg;public://Lectures_illustrées_de_l'enfance__bpt6k55512099.jpeg;image/jpeg;513351;1;1497806743;""
1212;193;Le_relieur_=_Der_Buchbinder_Wentzel_Jean_btv1b10212065x.jpeg;public://Le_relieur_=_Der_Buchbinder_Wentzel_Jean_btv1b10212065x.jpeg;image/jpeg;291161;1;1497806743;""
1213;193;Quartier_incendié_par_le_bombardement_[...]_btv1b102178251.jpeg;public://Quartier_incendié_par_le_bombardement_[...]_btv1b102178251.jpeg;image/jpeg;502189;1;1497863806;""
1214;193;Château_du_Haut_K nigsbourg__btv1b10217828c.jpeg;public://Château_du_Haut_K nigsbourg__btv1b10217828c.jpeg;image/jpeg;412997;1;1497863806;""
1215;193;Eglise_St_Georges__btv1b102178323.jpeg;public://Eglise_St_Georges__btv1b102178323.jpeg;image/jpeg;300306;1;1497863806;""
1216;193;Fête_musicale_Schlestadt_3_juillet_[...]Helbig_Ch_btv1b102022102.jpeg;public://Fête_musicale_Schlestadt_3_juillet_[...]Helbig_Ch_btv1b102022102.jpeg;image/jpeg;362359;1;1497863806;""
1217;193;mercier.jpg;public://mercier.jpg;image/jpeg;230356;1;1498018655;""
1218;193;Guide_du_Voyageur_pour_le_[...]Kuntz_J_btv1b8494271j.jpeg;public://Guide_du_Voyageur_pour_le_[...]Kuntz_J_btv1b8494271j.jpeg;image/jpeg;383732;1;1498628825;""
1219;193;Die_XX_Wanderversammlung_deutscher_und_[...]Emrich_((lithogr))_btv1b10214851f.jpeg;public://Die_XX_Wanderversammlung_deutscher_und_[...]Emrich_((lithogr))_btv1b10214851f.jpeg;image/jpeg;356650;1;1498628825;""
1220;193;Vue_de_Barr_Emrich_Charles_btv1b102273670.jpeg;public://Vue_de_Barr_Emrich_Charles_btv1b102273670.jpeg;image/jpeg;392411;1;1498631560;""
1221;193;Hôtel_Bains_au_Buehl_tenu_[...]Emrich_((lithogr))_btv1b10218973x.jpeg;public://Hôtel_Bains_au_Buehl_tenu_[...]Emrich_((lithogr))_btv1b10218973x.jpeg;image/jpeg;450866;1;1498631560;""
1223;193;Collection_de_six_costumes_nationaux_[...]Emrich_Charles_bpt6k94005668(2).jpeg;public://Collection_de_six_costumes_nationaux_[...]Emrich_Charles_bpt6k94005668(2).jpeg;image/jpeg;206922;1;1498636208;""
1224;193;Collection_de_six_costumes_nationaux_[...]Emrich_Charles_bpt6k94005668(1).jpeg;public://Collection_de_six_costumes_nationaux_[...]Emrich_Charles_bpt6k94005668(1).jpeg;image/jpeg;178357;1;1498636208;""
1225;193;Collection_de_six_costumes_nationaux_[...]Emrich_Charles_bpt6k94005668.jpeg;public://Collection_de_six_costumes_nationaux_[...]Emrich_Charles_bpt6k94005668.jpeg;image/jpeg;198799;1;1498636208;""
1226;193;Institut_des_Sourds-muets_de_Strasbourg_[...]Oberthür_François_btv1b10202745f.jpeg;public://Institut_des_Sourds-muets_de_Strasbourg_[...]Oberthür_François_btv1b10202745f.jpeg;image/jpeg;379889;1;1498636208;""
1227;193;Cathédrale_de_Strasbourg_Emrich_Charles_btv1b102054850.jpeg;public://Cathédrale_de_Strasbourg_Emrich_Charles_btv1b102054850.jpeg;image/jpeg;258693;1;1498636208;""
1229;193;J_Diemer_Propriétaire_de_l'Hôtel_[...]Emrich_Charles_btv1b10214074k.jpeg;public://J_Diemer_Propriétaire_de_l'Hôtel_[...]Emrich_Charles_btv1b10214074k.jpeg;image/jpeg;352689;1;1498636208;""
1230;193;Monument_de_Gutenberg_érigé_à_[...]Oberthür_François_btv1b10208013q.jpeg;public://Monument_de_Gutenberg_érigé_à_[...]Oberthür_François_btv1b10208013q.jpeg;image/jpeg;158402;1;1498636208;""
1231;193;Hurel_und_Greyenbiehl_Fabricants_de_[...]Oberthür_François_btv1b10202860d.jpeg;public://Hurel_und_Greyenbiehl_Fabricants_de_[...]Oberthür_François_btv1b10202860d.jpeg;image/jpeg;430624;1;1498636208;""
1232;193;Sortie_à_la_campagne___[...]Oberthür_François_btv1b10213740v.jpeg;public://Sortie_à_la_campagne___[...]Oberthür_François_btv1b10213740v.jpeg;image/jpeg;390006;1;1498636208;""
1233;193;Guide_du_voyageur_de_Strasbourg_[...]_btv1b53087880f.jpeg;public://Guide_du_voyageur_de_Strasbourg_[...]_btv1b53087880f.jpeg;image/jpeg;397145;1;1498636208;""
1234;193;Carte_des_Vosges_par_Henri_[...]Hogard_Henri_btv1b530849209.jpeg;public://Carte_des_Vosges_par_Henri_[...]Hogard_Henri_btv1b530849209.jpeg;image/jpeg;383531;1;1499265482;""
1235;193;Percement_des_Vosges_Carte_des_[...]_btv1b8495017c.jpeg;public://Percement_des_Vosges_Carte_des_[...]_btv1b8495017c.jpeg;image/jpeg;368051;1;1499265482;""
1236;193;Plan_de_la_Ville_de_[...]_btv1b53032991d.jpeg;public://Plan_de_la_Ville_de_[...]_btv1b53032991d.jpeg;image/jpeg;346412;1;1499265482;""
1238;193;Abri_en_forme_de_barque_[...]Voulot_Félix_btv1b10209786z.jpeg;public://Abri_en_forme_de_barque_[...]Voulot_Félix_btv1b10209786z_0.jpeg;image/jpeg;441891;1;1499270392;""
1239;193;Abris_au_Stollhafen_(Ste_Odile)_Voulot_Félix_btv1b10209814j.jpeg;public://Abris_au_Stollhafen_(Ste_Odile)_Voulot_Félix_btv1b10209814j.jpeg;image/jpeg;427097;1;1499270392;""
1240;193;Dolmen_à_jour___la_[...]Voulot_Félix_btv1b10209797t.jpeg;public://Dolmen_à_jour___la_[...]Voulot_Félix_btv1b10209797t.jpeg;image/jpeg;313994;1;1499270392;""
1241;193;Stonehenge_Voulot_Félix_btv1b10209810r.jpeg;public://Stonehenge_Voulot_Félix_btv1b10209810r.jpeg;image/jpeg;201929;1;1499270392;""
1242;193;Tombes_de_l'enceinte_du_Mont_[...]Voulot_Félix_btv1b10209835t.jpeg;public://Tombes_de_l'enceinte_du_Mont_[...]Voulot_Félix_btv1b10209835t.jpeg;image/jpeg;157824;1;1499270392;""
1243;193;Type_sémitique_vosgien_Voulot_Félix_btv1b102115357.jpeg;public://Type_sémitique_vosgien_Voulot_Félix_btv1b102115357.jpeg;image/jpeg;208907;1;1499270392;""
1244;193;Les_Prussiens_quittent_Belfort_par_[...]Ciceri_Eugène_btv1b10213412c.jpeg;public://Les_Prussiens_quittent_Belfort_par_[...]Ciceri_Eugène_btv1b10213412c.jpeg;image/jpeg;329611;1;1499270392;""
1245;193;Armes_de_l'Empire_(Vitrail_de_[...]Schoenhaupt_Louis_btv1b10219212p.jpeg;public://Armes_de_l'Empire_(Vitrail_de_[...]Schoenhaupt_Louis_btv1b10219212p.jpeg;image/jpeg;591848;1;1499270392;""
1246;193;Bourgmestres_de_Mulhouse_(1428-1440)_Schoenhaupt_Louis_btv1b102098902.jpeg;public://Bourgmestres_de_Mulhouse_(1428-1440)_Schoenhaupt_Louis_btv1b102098902.jpeg;image/jpeg;273009;1;1499270392;""
1247;193;Godefroi_Engelmann_(1814-1897)_Société_industrielle_btv1b10217345z.jpeg;public://Godefroi_Engelmann_(1814-1897)_Société_industrielle_btv1b10217345z.jpeg;image/jpeg;350159;1;1499270585;""
1248;193;Cadran_d'Horloge_(Façade_de_la_[...]Schoenhaupt_Louis_btv1b102098635.jpeg;public://Cadran_d'Horloge_(Façade_de_la_[...]Schoenhaupt_Louis_btv1b102098635.jpeg;image/jpeg;249897;1;1499343082;""
1249;193;Façade_de_l'hôtel_de_ville_[...]Schoenhaupt_Louis_btv1b10209857j.jpeg;public://Façade_de_l'hôtel_de_ville_[...]Schoenhaupt_Louis_btv1b10209857j.jpeg;image/jpeg;224646;1;1499343082;""
1250;193;Fresque_allégorique_2ème_étage_(Façade_[...]Schoenhaupt_Louis_btv1b102098618.jpeg;public://Fresque_allégorique_2ème_étage_(Façade_[...]Schoenhaupt_Louis_btv1b102098618.jpeg;image/jpeg;205684;1;1499343082;""
1251;193;Les_Armoiries_de_Mulhouse_(Vitrail_[...]Schoenhaupt_Louis_btv1b10219214k.jpeg;public://Les_Armoiries_de_Mulhouse_(Vitrail_[...]Schoenhaupt_Louis_btv1b10219214k.jpeg;image/jpeg;444248;1;1499343082;""
1252;193;Cd_Burg_Ecrivain-dessinateur_lithographe_à_[...]Engelmann_((lithogr))_btv1b10220192t.jpeg;public://Cd_Burg_Ecrivain-dessinateur_lithographe_à_[...]Engelmann_((lithogr))_btv1b10220192t.jpeg;image/jpeg;460714;1;1499374674;""
1253;193;Cathédrale_de_Strasbourg_Burg_Illustrateur_btv1b102023738.jpeg;public://Cathédrale_de_Strasbourg_Burg_Illustrateur_btv1b102023738.jpeg;image/jpeg;203486;1;1499374674;""
1254;193;Vue_de_Wesserling_Burg_Conrad_btv1b102260912.jpeg;public://Vue_de_Wesserling_Burg_Conrad_btv1b102260912.jpeg;image/jpeg;344642;1;1499374674;""
1255;193;Colmar_Burg_Conrad_btv1b10227386c.jpeg;public://Colmar_Burg_Conrad_btv1b10227386c.jpeg;image/jpeg;480821;1;1499374815;""
1257;193;Le_collège_de_Rouffach_et_[...]Rothmuller_J_btv1b10227501k.jpeg;public://Le_collège_de_Rouffach_et_[...]Rothmuller_J_btv1b10227501k.jpeg;image/jpeg;367643;1;1499717660;""
1258;193;thierry.JPG;public://thierry.JPG;image/jpeg;608903;1;1499788829;""
1259;193;Vue_des_Trois_Epis_Weigel_F_btv1b102275970.jpeg;public://Vue_des_Trois_Epis_Weigel_F_btv1b102275970_0.jpeg;image/jpeg;435146;1;1499952007;""
1260;193;Grande_chapelle_ou_église_conventuelle_Schir_N_btv1b10226833h.jpeg;public://Grande_chapelle_ou_église_conventuelle_Schir_N_btv1b10226833h.jpeg;image/jpeg;404931;1;1500136284;""
1261;193;Thann_au_XVIIe_siècle_Simon_Frédéric-Emile_btv1b102167632.jpeg;public://Thann_au_XVIIe_siècle_Simon_Frédéric-Emile_btv1b102167632.jpeg;image/jpeg;396075;1;1500136944;""
1262;193;Serment_de_Rodolphe_à_Strasbourg_Ludwig_((graveur))_btv1b10217801d.jpeg;public://Serment_de_Rodolphe_à_Strasbourg_Ludwig_((graveur))_btv1b10217801d.jpeg;image/jpeg;506467;1;1500136944;""
1263;193;Un_pélerin_au_Mont_Sainte-Odile_[...]Schir_N_btv1b102123457.jpeg;public://Un_pélerin_au_Mont_Sainte-Odile_[...]Schir_N_btv1b102123457.jpeg;image/jpeg;355996;1;1500136944;""
1264;193;Société_départementale_d'agriculture_du_Haut-Rhin_Deess_Ch_btv1b102136465.jpeg;public://Société_départementale_d'agriculture_du_Haut-Rhin_Deess_Ch_btv1b102136465.jpeg;image/jpeg;339595;1;1500136944;""
1269;193;Généalogie_de_la_maison_de_[...]Cornulier-Lucinière_Ernest_bpt6k61524173(1).jpeg;public://Généalogie_de_la_maison_de_[...]Cornulier-Lucinière_Ernest_bpt6k61524173(1).jpeg;image/jpeg;613692;1;1500318330;""
1270;193;Généalogie_de_la_maison_de_[...]Cornulier-Lucinière_Ernest_bpt6k61524173.jpeg;public://Généalogie_de_la_maison_de_[...]Cornulier-Lucinière_Ernest_bpt6k61524173.jpeg;image/jpeg;466955;1;1500318330;""
1271;193;Projet_d'hippodrome_permanent_champ_de_[...]Simon_Ev_btv1b53029313t.jpeg;public://Projet_d'hippodrome_permanent_champ_de_[...]Simon_Ev_btv1b53029313t.jpeg;image/jpeg;269442;1;1500319380;""
1272;193;Librairie_romantique_E_Monnier_&_[...]Grasset_Eugène-Samuel_btv1b9004357c.jpeg;public://Librairie_romantique_E_Monnier_&_[...]Grasset_Eugène-Samuel_btv1b9004357c.jpeg;image/jpeg;360639;1;1500457552;""
1273;193;Purifiez_l'air_en_brûlant_du_[...]Van_Geleyn_btv1b9011690c.jpeg;public://Purifiez_l'air_en_brûlant_du_[...]Van_Geleyn_btv1b9011690c.jpeg;image/jpeg;408887;1;1500457552;""
1274;193;Véritable_Peugeot_machine_à_coudre_[...]_btv1b90143604.jpeg;public://Véritable_Peugeot_machine_à_coudre_[...]_btv1b90143604.jpeg;image/jpeg;462621;1;1500457552;""
1275;193;Fumeurs_demandez_dans_tous_les_[...]Ancourt_Edward_btv1b90143990.jpeg;public://Fumeurs_demandez_dans_tous_les_[...]Ancourt_Edward_btv1b90143990.jpeg;image/jpeg;372706;1;1500457755;""
1277;193;Plan_des_Marais_de_Donges_[...]Charpentier_Henri-Désiré_btv1b53099704j.jpeg;public://Plan_des_Marais_de_Donges_[...]Charpentier_Henri-Désiré_btv1b53099704j.jpeg;image/jpeg;242796;1;1500742288;""
1278;193;Album_du_marin_contenant_les_[...]Caussé_P_bpt6k6325558z.jpeg;public://Album_du_marin_contenant_les_[...]Caussé_P_bpt6k6325558z.jpeg;image/jpeg;335834;1;1500742288;""
1279;193;Carte_du_pays_des_Santones_[...]Lacurie_Joseph-Louis_btv1b531364218.jpeg;public://Carte_du_pays_des_Santones_[...]Lacurie_Joseph-Louis_btv1b531364218.jpeg;image/jpeg;394249;1;1500742288;""
1280;193;L'Europe_Carte_muette_à_l'usage_[...]_btv1b8490436j.jpeg;public://L'Europe_Carte_muette_à_l'usage_[...]_btv1b8490436j_0.jpeg;image/jpeg;332057;1;1500742288;""
1282;193;Mappemonde_muette_à_l'usage_des_[...]_btv1b84908877.jpeg;public://Mappemonde_muette_à_l'usage_des_[...]_btv1b84908877.jpeg;image/jpeg;396074;1;1500742288;""
1283;193;Nouveau_projet_de_gares_pour_[...]Charpentier_Henri-Désiré_btv1b530881554.jpeg;public://Nouveau_projet_de_gares_pour_[...]Charpentier_Henri-Désiré_btv1b530881554.jpeg;image/jpeg;316222;1;1500742288;""
1285;193;Projet_proposé_par_le_cercle_[...]Imp_de_btv1b530833019.jpeg;public://Projet_proposé_par_le_cercle_[...]Imp_de_btv1b530833019.jpeg;image/jpeg;74687;1;1500742288;""
1286;193;La_Tour_de_Nesle_scène_[...]Rivière_(18_btv1b53118134z(1).jpeg;public://La_Tour_de_Nesle_scène_[...]Rivière_(18_btv1b53118134z(1).jpeg;image/jpeg;290819;1;1500745138;""
1287;193;Charpentiernantes3.JPG;public://Charpentiernantes3.JPG;image/jpeg;64781;1;1500798648;""
1288;193;Charpentiernantes.JPG;public://Charpentiernantes.JPG;image/jpeg;83822;1;1500798648;""
1289;193;Charpentiernantes2.JPG;public://Charpentiernantes2.JPG;image/jpeg;53942;1;1500798648;""
1290;193;Charpentiernantes4.JPG;public://Charpentiernantes4.JPG;image/jpeg;118550;1;1500798648;""
1291;193;charpentiernantes5.JPG;public://charpentiernantes5.JPG;image/jpeg;49777;1;1500799703;""
1292;193;charpentiernantes10.JPG;public://charpentiernantes10.JPG;image/jpeg;54449;1;1500804736;""
1293;193;charpentiernantes11.JPG;public://charpentiernantes11.JPG;image/jpeg;52265;1;1500808097;""
1295;193;charpentiernantes9.JPG;public://charpentiernantes9.JPG;image/jpeg;75737;1;1500814407;""
1296;193;charpentiernantes12.JPG;public://charpentiernantes12.JPG;image/jpeg;87106;1;1500815314;""
1297;193;charpentiernantes13.JPG;public://charpentiernantes13.JPG;image/jpeg;57095;1;1500815314;""
1299;193;charpentiernantes7.JPG;public://charpentiernantes7.JPG;image/jpeg;84798;1;1500816883;""
1301;193;charpentiernantes23.JPG;public://charpentiernantes23.JPG;image/jpeg;104341;1;1500973749;""
1302;193;grinsard.JPG;public://grinsard_0.JPG;image/jpeg;142533;1;1500973834;""
1303;193;Chanson_nouvelle_en_patois_de_[...]_bpt6k6533331r.jpeg;public://Chanson_nouvelle_en_patois_de_[...]_bpt6k6533331r.jpeg;image/jpeg;292916;1;1501005964;""
1304;193;charpentier fils.JPG;public://charpentier fils.JPG;image/jpeg;99955;1;1501062921;""
1305;193;fonrouge.JPG;public://fonrouge.JPG;image/jpeg;89666;1;1501065158;""
1307;193;Je_réponds_(à_ceux_qui_[...]Fonrouge_Lithographe_btv1b54001203w.jpeg;public://Je_réponds_(à_ceux_qui_[...]Fonrouge_Lithographe_btv1b54001203w.jpeg;image/jpeg;267488;1;1501085620;""
1308;193;charpentier nantes32JPG.JPG;public://charpentier nantes32JPG.JPG;image/jpeg;51402;1;1501086255;""
1309;193;charpentiernantes33.JPG;public://charpentiernantes33.JPG;image/jpeg;43531;1;1501088443;""
1310;193;charpentierfils5.JPG;public://charpentierfils5.JPG;image/jpeg;136920;1;1501090566;""
1311;193;charpentierfils6.JPG;public://charpentierfils6.JPG;image/jpeg;95545;1;1501090566;""
1312;193;charpentierfils7.JPG;public://charpentierfils7.JPG;image/jpeg;124619;1;1501090566;""
1313;193;charpentierfils8JPG.JPG;public://charpentierfils8JPG.JPG;image/jpeg;127734;1;1501090566;""
1314;193;charpentiernantes38.JPG;public://charpentiernantes38.JPG;image/jpeg;80948;1;1501092014;""
1315;193;charpentiernantes51.JPG;public://charpentiernantes51.JPG;image/jpeg;123900;1;1501092014;""
1316;193;Jeu_des_Rois_de_France_[...]_btv1b530225135.jpeg;public://Jeu_des_Rois_de_France_[...]_btv1b530225135.jpeg;image/jpeg;519402;1;1501167620;""
1318;193;Livre_d'images___histoires_pour_[...]Dembour_Adrien-Népomucène_bpt6k61053839.jpeg;public://Livre_d'images___histoires_pour_[...]Dembour_Adrien-Népomucène_bpt6k61053839_0.jpeg;image/jpeg;459675;1;1501169226;""
1319;193;Le_livre_magique_tombé_de_[...]_bpt6k6577283g.jpeg;public://Le_livre_magique_tombé_de_[...]_bpt6k6577283g_0.jpeg;image/jpeg;335188;1;1501169226;""
1320;193;Souvenir_de_Notre-Dame_de_Neuf-Bois_Hubert_Edouard_btv1b10201241d.jpeg;public://Souvenir_de_Notre-Dame_de_Neuf-Bois_Hubert_Edouard_btv1b10201241d.jpeg;image/jpeg;218798;1;1501231046;""
1321;193;Exposition_universelle__btv1b53085663h.jpeg;public://Exposition_universelle__btv1b53085663h.jpeg;image/jpeg;269148;1;1501231219;""
1322;193;Environs_de_Strasbourg_Jupe_rouge_[...]Wencker_J_btv1b10200878q.jpeg;public://Environs_de_Strasbourg_Jupe_rouge_[...]Wencker_J_btv1b10200878q.jpeg;image/jpeg;208435;1;1501234091;""
1323;193;Armée_française_1870__btv1b8426911c.jpeg;public://Armée_française_1870__btv1b8426911c.jpeg;image/jpeg;387781;1;1501234091;""
1324;193;Plan_de_Strasbourg_et_de_[...]_btv1b8494273c.jpeg;public://Plan_de_Strasbourg_et_de_[...]_btv1b8494273c.jpeg;image/jpeg;406061;1;1501234091;""
1325;193;Spectres_impalpables_Théâtre_des_singes_[...]Bossert_G_btv1b90141732.jpeg;public://Spectres_impalpables_Théâtre_des_singes_[...]Bossert_G_btv1b90141732.jpeg;image/jpeg;442765;1;1501234091;""
1326;193;Souvenir_du_Festival_de_Strasbourg_[...]Bossert_G_btv1b102210111.jpeg;public://Souvenir_du_Festival_de_Strasbourg_[...]Bossert_G_btv1b102210111.jpeg;image/jpeg;221764;1;1501234091;""
1327;193;La_période_décennale_de_1850_[...]Schnitzler_Jean-Henri_bpt6k65299122.jpeg;public://La_période_décennale_de_1850_[...]Schnitzler_Jean-Henri_bpt6k65299122.jpeg;image/jpeg;462235;1;1501234091;""
1328;193;Comice_agricole_de_l'arrondissement_de_[...]Weissandt_Ed_btv1b10214836v.jpeg;public://Comice_agricole_de_l'arrondissement_de_[...]Weissandt_Ed_btv1b10214836v.jpeg;image/jpeg;427661;1;1501234091;""
1329;193;Vue_de_l'ancien_hotel_de_[...]Piton_frédéric_btv1b10202728z.jpeg;public://Vue_de_l'ancien_hotel_de_[...]Piton_frédéric_btv1b10202728z.jpeg;image/jpeg;327672;1;1501234091;""
1330;193;Gay_juin_1855_Buste_3_4_[...]Schuler_H_btv1b10213856b.jpeg;public://Gay_juin_1855_Buste_3_4_[...]Schuler_H_btv1b10213856b.jpeg;image/jpeg;211272;1;1501234091;""
1331;193;Détails_d'ornementation_Piton_frédéric_btv1b10202416h.jpeg;public://Détails_d'ornementation_Piton_frédéric_btv1b10202416h.jpeg;image/jpeg;207156;1;1501234091;""
1332;193;Costumes_Strasbourgeois_du_XIVe_siècle_[...]Piton_Fr_btv1b10213559j.jpeg;public://Costumes_Strasbourgeois_du_XIVe_siècle_[...]Piton_Fr_btv1b10213559j.jpeg;image/jpeg;299588;1;1501234091;""
1333;193;export(1).jpg;public://export(1)_0.jpg;image/jpeg;72296;1;1501241478;""
1334;193;Le_Major_Lafontaine_avec_sa_[...]Polman_Illustrateur_btv1b10201897f.jpeg;public://Le_Major_Lafontaine_avec_sa_[...]Polman_Illustrateur_btv1b10201897f.jpeg;image/jpeg;280640;1;1501241734;""
1335;193;Jour_de_marché_achat_de_[...]Stridbeck_Illustrateur_btv1b102281575.jpeg;public://Jour_de_marché_achat_de_[...]Stridbeck_Illustrateur_btv1b102281575.jpeg;image/jpeg;285040;1;1501249708;""
1336;193;Spécimen_des_écritures_modernes_comprenant_[...]Midolle_Jean_bpt6k9400978v(1).jpeg;public://Spécimen_des_écritures_modernes_comprenant_[...]Midolle_Jean_bpt6k9400978v(1).jpeg;image/jpeg;321593;1;1501249708;""
1337;193;Spécimen_des_écritures_modernes_comprenant_[...]Midolle_Jean_bpt6k9400978v.jpeg;public://Spécimen_des_écritures_modernes_comprenant_[...]Midolle_Jean_bpt6k9400978v.jpeg;image/jpeg;301638;1;1501249708;""
1338;193;Colmar_Sandmann_Xavier_btv1b102007896.jpeg;public://Colmar_Sandmann_Xavier_btv1b102007896.jpeg;image/jpeg;254710;1;1501249708;""
1339;193;Forges_de_Framont_Muller_Théodore_btv1b10227352b.jpeg;public://Forges_de_Framont_Muller_Théodore_btv1b10227352b.jpeg;image/jpeg;498626;1;1501249708;""
1340;193;Vue_de_l'écluse_des_Bois_[...]Muller_Théodore_btv1b102273547.jpeg;public://Vue_de_l'écluse_des_Bois_[...]Muller_Théodore_btv1b102273547.jpeg;image/jpeg;617494;1;1501249708;""
1341;193;export(2).jpg;public://export(2)_0.jpg;image/jpeg;41632;1;1501249708;""
1342;193;Cathédrale_de_Colmar_côté_du_[...]Rothmuller_J_btv1b10215195k.jpeg;public://Cathédrale_de_Colmar_côté_du_[...]Rothmuller_J_btv1b10215195k.jpeg;image/jpeg;260745;1;1501249708;""
1343;193;Cortège_industriel_de_Strasbourg_25_[...]Simon_Frédéric-Emile_btv1b102267908.jpeg;public://Cortège_industriel_de_Strasbourg_25_[...]Simon_Frédéric-Emile_btv1b102267908.jpeg;image/jpeg;301683;1;1501249708;""
1344;193;Cortège_industriel_de_Strasbourg_25_[...]Simon_Frédéric-Emile_btv1b10228135f.jpeg;public://Cortège_industriel_de_Strasbourg_25_[...]Simon_Frédéric-Emile_btv1b10228135f.jpeg;image/jpeg;192101;1;1501249708;""
1345;193;Imprimerie_lithographique_Autographique_E_Simon_[...]_btv1b10202743j.jpeg;public://Imprimerie_lithographique_Autographique_E_Simon_[...]_btv1b10202743j.jpeg;image/jpeg;605805;1;1501249708;""
1346;193;Plan_de_la_Ville_de_[...]Massinger_H_btv1b8444209t.jpeg;public://Plan_de_la_Ville_de_[...]Massinger_H_btv1b8444209t.jpeg;image/jpeg;376096;1;1501249708;""
1347;193;Loterie_de_la_charité_de_[...]Simon_Frédéric-Emile_btv1b102146329.jpeg;public://Loterie_de_la_charité_de_[...]Simon_Frédéric-Emile_btv1b102146329.jpeg;image/jpeg;471361;1;1501249708;""
1348;193;Panorama_des_Vosges_et_du_[...]Simon_Frédéric-Emile_btv1b102121407(1).jpeg;public://Panorama_des_Vosges_et_du_[...]Simon_Frédéric-Emile_btv1b102121407(1).jpeg;image/jpeg;112324;1;1501249708;""
1349;193;Souvenir_de_Strasbourg_Plantation_des_[...]Simon_Frédéric-Emile_btv1b102254521.jpeg;public://Souvenir_de_Strasbourg_Plantation_des_[...]Simon_Frédéric-Emile_btv1b102254521.jpeg;image/jpeg;267315;1;1501249708;""
1350;193;Bernard_Simon_et_Cie_-_[...]_btv1b102027228.jpeg;public://Bernard_Simon_et_Cie_-_[...]_btv1b102027228.jpeg;image/jpeg;510917;1;1501249708;""
1351;193;Porte_Haute_à_Ribeauvillé___[...]Rothmuller_Jacques_btv1b10227219f.jpeg;public://Porte_Haute_à_Ribeauvillé___[...]Rothmuller_Jacques_btv1b10227219f.jpeg;image/jpeg;417808;1;1501249708;""
1352;193;Restaurant_et_café_du_débarcadère_[...]Simon_Frédéric-Emile_btv1b102253679.jpeg;public://Restaurant_et_café_du_débarcadère_[...]Simon_Frédéric-Emile_btv1b102253679.jpeg;image/jpeg;332415;1;1501249708;""
1353;193;Soieries_cachemires_et_nouveautés_-_[...]Simon_Frédéric-Emile_btv1b10202345x.jpeg;public://Soieries_cachemires_et_nouveautés_-_[...]Simon_Frédéric-Emile_btv1b10202345x.jpeg;image/jpeg;464523;1;1501249708;""
1354;193;Carte_géologique_du_Département_du_[...]Daubrée_Auguste_btv1b53029737z.jpeg;public://Carte_géologique_du_Département_du_[...]Daubrée_Auguste_btv1b53029737z.jpeg;image/jpeg;428642;1;1501249708;""
